segmentnr	original	folio	analyzed
ZH_X87_1620_003:0198a06	若要通消息。萬里無雲月上時。溥曰。也是弄精魂。	003	若 要 通 消 息  萬 里 無 雲 月 上 時  溥 曰  也 是 弄 精 魂  
ZH_X87_1620_003:0198a07	宋節使李端愿(嗣法金山頴)	003	宋 節 使 李 端 愿  嗣 法 金 山 頴  
ZH_X87_1620_003:0198a08	節使李端愿居士。兒時在館舍。常閱禪書。長雖婚宦。	003	節 使 李 端 愿 居 士  兒 時 在 館 舍  常 閱 禪 書  長 雖 婚 宦  
ZH_X87_1620_003:0198a09	然篤志祖道。遂於後圃築室。類蘭若。邀達觀處之。朝	003	然 篤 志 祖 道  遂 於 後 圃 築 室  類 蘭 若  邀 達 觀 處 之  朝 
ZH_X87_1620_003:0198a10	夕咨參。至忘寢食。達觀一日視公曰。非示現力。豈致	003	夕 咨 參  至 忘 寢 食  達 觀 一 日 視 公 曰  非 示 現 力  豈 致 
ZH_X87_1620_003:0198a11	爾哉。奈無箇所入何。公問曰。天堂地獄。畢竟是有是	003	爾 哉  奈 無 箇 所 入 何  公 問 曰  天 堂 地 獄  畢 竟 是 有 是 
ZH_X87_1620_003:0198a12	無。請師明說。達觀曰。諸佛向無中說有。眼見空花。太	003	無  請 師 明 說  達 觀 曰  諸 佛 向 無 中 說 有  眼 見 空 花  太 
ZH_X87_1620_003:0198a13	尉就有裏尋無。手[據-豕+旦]水月。堪笑眼前見牢獄不避。心	003	尉 就 有 裏 尋 無  手 [據豕旦] 水 月  堪 笑 眼 前 見 牢 獄 不 避  心 
ZH_X87_1620_003:0198a14	外聞天堂欲生。殊不知忻怖在心。善惡成境。太尉但	003	外 聞 天 堂 欲 生  殊 不 知 忻 怖 在 心  善 惡 成 境  太 尉 但 
ZH_X87_1620_003:0198a15	了自心。自然無惑。公曰。心如何了。達觀曰。善惡都莫	003	了 自 心  自 然 無 惑  公 曰  心 如 何 了  達 觀 曰  善 惡 都 莫 
ZH_X87_1620_003:0198a16	思量。公曰。不思量後。心歸何所。達觀曰。且請太尉歸	003	思 量  公 曰  不 思 量 後  心 歸 何 所  達 觀 曰  且 請 太 尉 歸 
ZH_X87_1620_003:0198a17	宅。公曰。祇如人死後。心歸何所。達觀曰。未知生。焉知	003	宅  公 曰  祇 如 人 死 後  心 歸 何 所  達 觀 曰  未 知 生  焉 知 
ZH_X87_1620_003:0198a18	死。公曰。生則某已知之。達觀曰。生從何來。公罔措。達	003	死  公 曰  生 則 某 已 知 之  達 觀 曰  生 從 何 來  公 罔 措  達 
ZH_X87_1620_003:0198a19	觀起揕其胸曰。祇在這裡。更擬思量個甚麼。公曰。會	003	觀 起 揕 其 胸 曰  祇 在 這 裡  更 擬 思 量 個 甚 麼  公 曰  會 
ZH_X87_1620_003:0198a20	得也。達觀曰。作麼生會。公曰。祇知貪程。不覺蹉路。達	003	得 也  達 觀 曰  作 麼 生 會  公 曰  祇 知 貪 程  不 覺 蹉 路  達 
ZH_X87_1620_003:0198a21	觀拓開曰。百年一夢。今朝方省。既而說偈曰。三十八	003	觀 拓 開 曰  百 年 一 夢  今 朝 方 省  既 而 說 偈 曰  三 十 八 
ZH_X87_1620_003:0198a22	歲。懵然無知。及其有知。何異無知。滔滔汴水。隱隱隋	003	歲  懵 然 無 知  及 其 有 知  何 異 無 知  滔 滔 汴 水  隱 隱 隋 
ZH_X87_1620_003:0198a23	堤。師其歸矣。箭浪東馳。	003	堤  師 其 歸 矣  箭 浪 東 馳  
ZH_X87_1620_003:0198a24	宋太傅高世則(嗣法芙蓉楷)	003	宋 太 傅 高 世 則  嗣 法 芙 蓉 楷  
ZH_X87_1620_003:0198b01	太傅高世則。字仲貽。號無功。初參芙蓉楷禪師。求指	003	太 傅 高 世 則  字 仲 貽  號 無 功  初 參 芙 蓉 楷 禪 師  求 指 
ZH_X87_1620_003:0198b02	心要。芙蓉令去其所重。扣己而參。一日忽造微密。呈	003	心 要  芙 蓉 令 去 其 所 重  扣 己 而 參  一 日 忽 造 微 密  呈 
ZH_X87_1620_003:0198b03	偈曰。懸崖撒手任縱橫。大地虗空自坦平。照壑輝巖	003	偈 曰  懸 崖 撒 手 任 縱 橫  大 地 虗 空 自 坦 平  照 壑 輝 巖 
ZH_X87_1620_003:0198b04	不借月。菴頭別有一簾明。	003	不 借 月  菴 頭 別 有 一 簾 明  
ZH_X87_1620_003:0198b05	宋太守許式(嗣法洞山聰)	003	宋 太 守 許 式  嗣 法 洞 山 聰  
ZH_X87_1620_003:0198b06	許式。洪州太守。參洞山聰禪師。得正法眼。一日與泐	003	許 式  洪 州 太 守  參 洞 山 聰 禪 師  得 正 法 眼  一 日 與 泐 
ZH_X87_1620_003:0198b07	潭澄。上藍溥坐次。泐潭問曰。聞郎中道。夜坐連雲石。	003	潭 澄  上 藍 溥 坐 次  泐 潭 問 曰  聞 郎 中 道  夜 坐 連 雲 石  
ZH_X87_1620_003:0198b08	春栽帶雨松。當時答洞山甚麼話。公曰。今日放衙蚤。	003	春 栽 帶 雨 松  當 時 答 洞 山 甚 麼 話  公 曰  今 日 放 衙 蚤  
ZH_X87_1620_003:0198b09	泐潭曰。聞答泗州大聖在揚州出現底。是否。公曰。別	003	泐 潭 曰  聞 答 泗 州 大 聖 在 揚 州 出 現 底  是 否  公 曰  別 
ZH_X87_1620_003:0198b10	點茶來。泐潭曰。名不虗傳。公曰。和尚蚤晚回山。泐潭	003	點 茶 來  泐 潭 曰  名 不 虗 傳  公 曰  和 尚 蚤 晚 回 山  泐 潭 
ZH_X87_1620_003:0198b11	曰。今日被上藍覷破。上藍便喝。泐潭曰。須是你始得。	003	曰  今 日 被 上 藍 覷 破  上 藍 便 喝  泐 潭 曰  須 是 你 始 得  
ZH_X87_1620_003:0198b12	公曰。不奈船何。打破戽斗。公入上藍僧堂。問首座。年	003	公 曰  不 奈 船 何  打 破 戽 斗  公 入 上 藍 僧 堂  問 首 座  年 
ZH_X87_1620_003:0198b13	多少。曰六十八。公曰。僧臘多少。曰四十七夏。公曰。聖	003	多 少  曰 六 十 八  公 曰  僧 臘 多 少  曰 四 十 七 夏  公 曰  聖 
ZH_X87_1620_003:0198b14	僧得幾夏。曰與虗空齊受戒。公拍板頭曰。下官喫飯。	003	僧 得 幾 夏  曰 與 虗 空 齊 受 戒  公 拍 板 頭 曰  下 官 喫 飯  
ZH_X87_1620_003:0198b15	不似首座喫鹽多(附記。許式。漕西蜀時。謁廣慧璉。適接見於佛前。公曰。先拜佛。先拜長	003	不 似 首 座 喫 鹽 多  附 記  許 式  漕 西 蜀 時  謁 廣 慧 璉  適 接 見 於 佛 前  公 曰  先 拜 佛  先 拜 長 
ZH_X87_1620_003:0198b16	老。廣慧曰。蝦蟇吞大蟲。公曰。恁麼則總不拜去也。廣慧曰。運使話墮。公曰。許長老具一隻眼。廣慧以衣袖便拂	003	老  廣 慧 曰  蝦 蟇 吞 大 蟲  公 曰  恁 麼 則 總 不 拜 去 也  廣 慧 曰  運 使 話 墮  公 曰  許 長 老 具 一 隻 眼  廣 慧 以 衣 袖 便 拂 
ZH_X87_1620_003:0198b17	許曰。今日看破。便禮拜)。	003	許 曰  今 日 看 破  便 禮 拜   
ZH_X87_1620_003:0198b18	宋修撰曾會(嗣法雪竇顯)	003	宋 修 撰 曾 會  嗣 法 雪 竇 顯  
ZH_X87_1620_003:0198b19	曾會。字宗元。官翰林學士。公幼與明覺顯禪師同舍。	003	曾 會  字 宗 元  官 翰 林 學 士  公 幼 與 明 覺 顯 禪 師 同 舍  
ZH_X87_1620_003:0198b20	及冠異途。天禧間。公守池州。一旦會于景德寺。公遂	003	及 冠 異 途  天 禧 間  公 守 池 州  一 旦 會 于 景 德 寺  公 遂 
ZH_X87_1620_003:0198b21	引中庸大學。參以楞嚴。符宗門語句。質明覺。明覺曰。	003	引 中 庸 大 學  參 以 楞 嚴  符 宗 門 語 句  質 明 覺  明 覺 曰  
ZH_X87_1620_003:0198b22	這箇尚不與教乘合。況中庸大學耶。學士要徑捷理	003	這 箇 尚 不 與 教 乘 合  況 中 庸 大 學 耶  學 士 要 徑 捷 理 
ZH_X87_1620_003:0198b23	會此事。乃彈指一下曰。但恁麼薦取。公於言下領旨。	003	會 此 事  乃 彈 指 一 下 曰  但 恁 麼 薦 取  公 於 言 下 領 旨  
ZH_X87_1620_003:0198b24	天聖初。公守四明。以書幣迎師。補雪竇。既至。公曰。某	003	天 聖 初  公 守 四 明  以 書 幣 迎 師  補 雪 竇  既 至  公 曰  某 
ZH_X87_1620_003:0198c01	近與清長老。商量勘婆子話。未審端的有勘破處也	003	近 與 清 長 老  商 量 勘 婆 子 話  未 審 端 的 有 勘 破 處 也 
ZH_X87_1620_003:0198c02	無。明覺曰。清長老道箇甚麼。公曰。又恁麼去也。明覺	003	無  明 覺 曰  清 長 老 道 箇 甚 麼  公 曰  又 恁 麼 去 也  明 覺 
ZH_X87_1620_003:0198c03	曰。清長老放過一著。學士還知天下衲僧。出這婆子	003	曰  清 長 老 放 過 一 著  學 士 還 知 天 下 衲 僧  出 這 婆 子 
ZH_X87_1620_003:0198c04	圈[袖-由+貴]不得麼。公曰。這裏別有箇道處。趙州若不勘破	003	圈 [袖由貴] 不 得 麼  公 曰  這 裏 別 有 箇 道 處  趙 州 若 不 勘 破 
ZH_X87_1620_003:0198c05	婆子。一生受屈。明覺曰。勘破了也。公大笑。	003	婆 子  一 生 受 屈  明 覺 曰  勘 破 了 也  公 大 笑  
ZH_X87_1620_003:0198c06	宋丞相富弼(嗣法投子顒)	003	宋 丞 相 富 弼  嗣 法 投 子 顒  
ZH_X87_1620_003:0198c07	丞相富弼居士。字彥國。初於宗門。未有所趣。趙清獻	003	丞 相 富 弼 居 士  字 彥 國  初 於 宗 門  未 有 所 趣  趙 清 獻 
ZH_X87_1620_003:0198c08	公抃勉之曰。伏惟執事。富貴如是之極。道德如是之	003	公 抃 勉 之 曰  伏 惟 執 事  富 貴 如 是 之 極  道 德 如 是 之 
ZH_X87_1620_003:0198c09	盛。福壽康寧如是之備。退休閑逸如是之高。其所未	003	盛  福 壽 康 寧 如 是 之 備  退 休 閑 逸 如 是 之 高  其 所 未 
ZH_X87_1620_003:0198c10	甚留意者。如來一大事因緣而已。能專誠求所證悟。	003	甚 留 意 者  如 來 一 大 事 因 緣 而 已  能 專 誠 求 所 證 悟  
ZH_X87_1620_003:0198c11	則他日為門下賀也。公自清獻警勵之後。不舍晝夜。	003	則 他 日 為 門 下 賀 也  公 自 清 獻 警 勵 之 後  不 舍 晝 夜  
ZH_X87_1620_003:0198c12	力進此道。聞顒禪師主投子。法席冠淮甸。往質所疑。	003	力 進 此 道  聞 顒 禪 師 主 投 子  法 席 冠 淮 甸  往 質 所 疑  
ZH_X87_1620_003:0198c13	會顒為眾登座。見其顧視如象王回旋。公微有得。因	003	會 顒 為 眾 登 座  見 其 顧 視 如 象 王 回 旋  公 微 有 得  因 
ZH_X87_1620_003:0198c14	執弟子禮。趨函丈。命侍者。請為入室。顒見即曰。相公	003	執 弟 子 禮  趨 函 丈  命 侍 者  請 為 入 室  顒 見 即 曰  相 公 
ZH_X87_1620_003:0198c15	已入來。富弼猶在外。公聞。汗流浹背。即大悟。尋以偈	003	已 入 來  富 弼 猶 在 外  公 聞  汗 流 浹 背  即 大 悟  尋 以 偈 
ZH_X87_1620_003:0198c16	寄圓照本曰。一見顒公悟入深。夤緣傳得老師心。東	003	寄 圓 照 本 曰  一 見 顒 公 悟 入 深  夤 緣 傳 得 老 師 心  東 
ZH_X87_1620_003:0198c17	南謾說江山遠。目對靈光與妙音。後奏署顒師號。顒	003	南 謾 說 江 山 遠  目 對 靈 光 與 妙 音  後 奏 署 顒 師 號  顒 
ZH_X87_1620_003:0198c18	上堂謝語。有曰彼一期之悞。我亦將錯而就錯。公作	003	上 堂 謝 語  有 曰 彼 一 期 之 悞  我 亦 將 錯 而 就 錯  公 作 
ZH_X87_1620_003:0198c19	偈贊曰。萬木千花欲向榮。臥龍猶未出滄溟。彤雲彩	003	偈 贊 曰  萬 木 千 花 欲 向 榮  臥 龍 猶 未 出 滄 溟  彤 雲 彩 
ZH_X87_1620_003:0198c20	霧呈嘉瑞。依舊南山一色青。	003	霧 呈 嘉 瑞  依 舊 南 山 一 色 青  
ZH_X87_1620_003:0198c21	宋衛州王大夫(嗣法元豐滿)	003	宋 衛 州 王 大 夫  嗣 法 元 豐 滿  
ZH_X87_1620_003:0198c22	衛州王大夫。逸其名。以喪偶。厭世相。遂參元豐。於言	003	衛 州 王 大 夫  逸 其 名  以 喪 偶  厭 世 相  遂 參 元 豐  於 言 
ZH_X87_1620_003:0198c23	下知歸。元豐一日謂曰。子乃今之陸亘也。公便掩耳。	003	下 知 歸  元 豐 一 日 謂 曰  子 乃 今 之 陸 亘 也  公 便 掩 耳  
ZH_X87_1620_003:0198c24	既而回壇山之陽。縛茆自處者三載。偶歌曰。壇山裏	003	既 而 回 壇 山 之 陽  縛 茆 自 處 者 三 載  偶 歌 曰  壇 山 裏 
ZH_X87_1620_003:0199a01	日何長。青松嶺白雲鄉。吟鳥啼猿作道場。散髮採薇	003	日 何 長  青 松 嶺 白 雲 鄉  吟 鳥 啼 猿 作 道 場  散 髮 採 薇 
ZH_X87_1620_003:0199a02	歌又笑。從教人道野夫狂。	003	歌 又 笑  從 教 人 道 野 夫 狂  
ZH_X87_1620_003:0199a03	宋太史黃庭堅(嗣法黃龍心)	003	宋 太 史 黃 庭 堅  嗣 法 黃 龍 心  
ZH_X87_1620_003:0199a04	太史山谷居士。黃庭堅。字魯直。以般若夙習。雖膴仕	003	太 史 山 谷 居 士  黃 庭 堅  字 魯 直  以 般 若 夙 習  雖 膴 仕 
ZH_X87_1620_003:0199a05	澹如也。出入宗門。未有所向。好作豔詞。甞謁圓通秀	003	澹 如 也  出 入 宗 門  未 有 所 向  好 作 豔 詞  甞 謁 圓 通 秀 
ZH_X87_1620_003:0199a06	禪師。秀呵曰。大丈夫。翰墨之妙。甘施於此乎。秀方戒	003	禪 師  秀 呵 曰  大 丈 夫  翰 墨 之 妙  甘 施 於 此 乎  秀 方 戒 
ZH_X87_1620_003:0199a07	李伯時畵馬事。公誚之曰。無乃復置我馬腹中耶。秀	003	李 伯 時 畵 馬 事  公 誚 之 曰  無 乃 復 置 我 馬 腹 中 耶  秀 
ZH_X87_1620_003:0199a08	曰。汝以豔語。動天下人婬心。不止馬腹中。正恐生泥	003	曰  汝 以 豔 語  動 天 下 人 婬 心  不 止 馬 腹 中  正 恐 生 泥 
ZH_X87_1620_003:0199a09	犂耳。公悚然悔謝。由是絕筆。惟孳孳於道。著發願文。	003	犂 耳  公 悚 然 悔 謝  由 是 絕 筆  惟 孳 孳 於 道  著 發 願 文  
ZH_X87_1620_003:0199a10	痛戒酒色。但朝粥午飯而已。往依晦堂。乞指徑捷處。	003	痛 戒 酒 色  但 朝 粥 午 飯 而 已  往 依 晦 堂  乞 指 徑 捷 處  
ZH_X87_1620_003:0199a11	晦堂曰。祇如仲尼道。二三子以我為隱乎。吾無隱乎	003	晦 堂 曰  祇 如 仲 尼 道  二 三 子 以 我 為 隱 乎  吾 無 隱 乎 
ZH_X87_1620_003:0199a12	爾。太史居常如何理論。公擬對。晦堂曰。不是不是。公	003	爾  太 史 居 常 如 何 理 論  公 擬 對  晦 堂 曰  不 是 不 是  公 
ZH_X87_1620_003:0199a13	迷悶不已。一日山行次。時巖桂盛放。晦堂曰。聞木樨	003	迷 悶 不 已  一 日 山 行 次  時 巖 桂 盛 放  晦 堂 曰  聞 木 樨 
ZH_X87_1620_003:0199a14	花香麼。公曰聞。晦堂曰。吾無隱乎爾。公釋然。即拜之	003	花 香 麼  公 曰 聞  晦 堂 曰  吾 無 隱 乎 爾  公 釋 然  即 拜 之 
ZH_X87_1620_003:0199a15	曰。和尚得恁麼老婆心切。晦堂笑曰。祇要公到家耳。	003	曰  和 尚 得 恁 麼 老 婆 心 切  晦 堂 笑 曰  祇 要 公 到 家 耳  
ZH_X87_1620_003:0199a16	時公初有所入。問晦堂。此中誰可與語。晦堂曰。漳州	003	時 公 初 有 所 入  問 晦 堂  此 中 誰 可 與 語  晦 堂 曰  漳 州 
ZH_X87_1620_003:0199a17	權。遂同晦堂往見。權方督役開田。公曰。直歲還知露	003	權  遂 同 晦 堂 往 見  權 方 督 役 開 田  公 曰  直 歲 還 知 露 
ZH_X87_1620_003:0199a18	柱生兒麼。權曰。是男是女。公擬議。權揮之。晦堂謂曰。	003	柱 生 兒 麼  權 曰  是 男 是 女  公 擬 議  權 揮 之  晦 堂 謂 曰  
ZH_X87_1620_003:0199a19	不得無禮。權曰。這木頭。不打更待何時。公大笑。久之	003	不 得 無 禮  權 曰  這 木 頭  不 打 更 待 何 時  公 大 笑  久 之 
ZH_X87_1620_003:0199a20	謁雲巖死心新禪師。隨眾入室。死心見。張目問曰。新	003	謁 雲 巖 死 心 新 禪 師  隨 眾 入 室  死 心 見  張 目 問 曰  新 
ZH_X87_1620_003:0199a21	長老死。學士死。燒作兩堆灰。向甚麼處相見。公無語。	003	長 老 死  學 士 死  燒 作 兩 堆 灰  向 甚 麼 處 相 見  公 無 語  
ZH_X87_1620_003:0199a22	死心約出曰。晦堂處參得底。使未著在。後左官黥南。	003	死 心 約 出 曰  晦 堂 處 參 得 底  使 未 著 在  後 左 官 黥 南  
ZH_X87_1620_003:0199a23	道力愈勝。于無思念中。頓明死心所問。報以書曰。往	003	道 力 愈 勝  于 無 思 念 中  頓 明 死 心 所 問  報 以 書 曰  往 
ZH_X87_1620_003:0199a24	年常蒙苦苦提撕。長如醉夢。依稀在光影中。葢疑情	003	年 常 蒙 苦 苦 提 撕  長 如 醉 夢  依 稀 在 光 影 中  葢 疑 情 
ZH_X87_1620_003:0199b01	不盡。命根不斷。故望崖而退耳。謫官在黥南道中。晝	003	不 盡  命 根 不 斷  故 望 崖 而 退 耳  謫 官 在 黥 南 道 中  晝 
ZH_X87_1620_003:0199b02	臥覺來。忽爾尋思。被天下老和尚謾却多少。唯有死	003	臥 覺 來  忽 爾 尋 思  被 天 下 老 和 尚 謾 却 多 少  唯 有 死 
ZH_X87_1620_003:0199b03	心道人不肯。乃是第一相為也。後作晦堂塔銘曰。某	003	心 道 人 不 肯  乃 是 第 一 相 為 也  後 作 晦 堂 塔 銘 曰  某 
ZH_X87_1620_003:0199b04	夙承記莂。堪任大法。道眼未圓。而來瞻窣堵。實深宗	003	夙 承 記 莂  堪 任 大 法  道 眼 未 圓  而 來 瞻 窣 堵  實 深 宗 
ZH_X87_1620_003:0199b05	仰之歎。乃勒堅珉。敬頌遺美。公復設蘋蘩之供。祭之	003	仰 之 歎  乃 勒 堅 珉  敬 頌 遺 美  公 復 設 蘋 蘩 之 供  祭 之 
ZH_X87_1620_003:0199b06	以文。弔之以偈曰。海風吹落楞伽山。四海禪徒著眼	003	以 文  弔 之 以 偈 曰  海 風 吹 落 楞 伽 山  四 海 禪 徒 著 眼 
ZH_X87_1620_003:0199b07	看。一把柳絲收不得。和烟搭在玉欄干。	003	看  一 把 柳 絲 收 不 得  和 烟 搭 在 玉 欄 干  
ZH_X87_1620_003:0199b08	宋觀文王韶(嗣法黃龍心)	003	宋 觀 文 王 韶  嗣 法 黃 龍 心  
ZH_X87_1620_003:0199b09	觀文王韶居士。字子淳。出刺洪州。乃延晦堂禪師問	003	觀 文 王 韶 居 士  字 子 淳  出 刺 洪 州  乃 延 晦 堂 禪 師 問 
ZH_X87_1620_003:0199b10	道。默有所契。因述投機頌曰。晝曾忘食夜忘眠。捧得	003	道  默 有 所 契  因 述 投 機 頌 曰  晝 曾 忘 食 夜 忘 眠  捧 得 
ZH_X87_1620_003:0199b11	驪珠欲上天。却向自身都放下。四稜榻地恰團圓。晦	003	驪 珠 欲 上 天  却 向 自 身 都 放 下  四 稜 榻 地 恰 團 圓  晦 
ZH_X87_1620_003:0199b12	堂深肯之。	003	堂 深 肯 之  
ZH_X87_1620_003:0199b13	宋秘書吳恂(嗣法黃龍心)	003	宋 秘 書 吳 恂  嗣 法 黃 龍 心  
ZH_X87_1620_003:0199b14	吳恂。字德夫。官至秘書。居晦堂入室次。晦堂謂曰。平	003	吳 恂  字 德 夫  官 至 秘 書  居 晦 堂 入 室 次  晦 堂 謂 曰  平 
ZH_X87_1620_003:0199b15	生學解記憶多聞即不問。你父母未生已前。道將一	003	生 學 解 記 憶 多 聞 即 不 問  你 父 母 未 生 已 前  道 將 一 
ZH_X87_1620_003:0199b16	句來。公擬議。晦堂以拂子擊之。即領深旨。呈以偈曰。	003	句 來  公 擬 議  晦 堂 以 拂 子 擊 之  即 領 深 旨  呈 以 偈 曰  
ZH_X87_1620_003:0199b17	咄。這多知俗漢。齩盡古今公案。忽於狼籍堆頭。拾得	003	咄  這 多 知 俗 漢  齩 盡 古 今 公 案  忽 於 狼 籍 堆 頭  拾 得 
ZH_X87_1620_003:0199b18	蜣螂糞彈。明明不值分文。萬兩黃金不換。等閑拈出	003	蜣 螂 糞 彈  明 明 不 值 分 文  萬 兩 黃 金 不 換  等 閑 拈 出 
ZH_X87_1620_003:0199b19	示人。祇為走盤難看。咦。晦堂答曰。水中得火世還稀。	003	示 人  祇 為 走 盤 難 看  咦  晦 堂 答 曰  水 中 得 火 世 還 稀  
ZH_X87_1620_003:0199b20	看著令人特地疑。自古不存師弟子。如今却許老胡	003	看 著 令 人 特 地 疑  自 古 不 存 師 弟 子  如 今 却 許 老 胡 
ZH_X87_1620_003:0199b21	知(覺範林間錄云。有居士吳敦夫。才敏。銳意學道。自以多見知識。心地明淨。偶閱鄧隱峰傳。見其倒卓化去。	003	知  覺 範 林 間 錄 云  有 居 士 吳 敦 夫  才 敏  銳 意 學 道  自 以 多 見 知 識  心 地 明 淨  偶 閱 鄧 隱 峰 傳  見 其 倒 卓 化 去  
ZH_X87_1620_003:0199b22	而衣亦順身不褪。竊疑之曰。彼化之異固莫測。而衣亦順之。何也。以問晦堂老人。晦堂曰。汝今衣順垂于地。復	003	而 衣 亦 順 身 不 褪  竊 疑 之 曰  彼 化 之 異 固 莫 測  而 衣 亦 順 之  何 也  以 問 晦 堂 老 人  晦 堂 曰  汝 今 衣 順 垂 于 地  復 
ZH_X87_1620_003:0199b23	疑之乎。曰無所疑也。晦堂笑曰。此既無疑。則彼倒化。衣亦順體。何疑之有哉。敦夫言下了解。故其一時應機之	003	疑 之 乎  曰 無 所 疑 也  晦 堂 笑 曰  此 既 無 疑  則 彼 倒 化  衣 亦 順 體  何 疑 之 有 哉  敦 夫 言 下 了 解  故 其 一 時 應 機 之 
ZH_X87_1620_003:0199b24	辯。如雷如霆。開警昏墊者多矣)。	003	辯  如 雷 如 霆  開 警 昏 墊 者 多 矣   
ZH_X87_1620_003:0199c01	宋內翰蘇軾(嗣法東林總)	003	宋 內 翰 蘇 軾  嗣 法 東 林 總  
ZH_X87_1620_003:0199c02	蘇軾。字子瞻。因宿東林。與照覺論無情話。有省。黎明	003	蘇 軾  字 子 瞻  因 宿 東 林  與 照 覺 論 無 情 話  有 省  黎 明 
ZH_X87_1620_003:0199c03	獻偈曰。溪聲便是廣長舌。山色豈非清淨身。夜來八	003	獻 偈 曰  溪 聲 便 是 廣 長 舌  山 色 豈 非 清 淨 身  夜 來 八 
ZH_X87_1620_003:0199c04	萬四千偈。他日如何舉示人。(天竺悟法師。謁此庵元禪師。夜語次。師舉東坡	003	萬 四 千 偈  他 日 如 何 舉 示 人   天 竺 悟 法 師  謁 此 庵 元 禪 師  夜 語 次  師 舉 東 坡 
ZH_X87_1620_003:0199c05	宿東林偈曰。也不易到此田地。此庵曰。尚未見路徑。何言到耶。曰祇如他道。溪聲便是廣長舌。山色豈非清淨	003	宿 東 林 偈 曰  也 不 易 到 此 田 地  此 庵 曰  尚 未 見 路 徑  何 言 到 耶  曰 祇 如 他 道  溪 聲 便 是 廣 長 舌  山 色 豈 非 清 淨 
ZH_X87_1620_003:0199c06	身。若不到此田地。如何有這箇消息。此庵曰。是門外漢耳。曰和尚不吝。可為說破。此庵曰。却祇從這裡。猛著精	003	身  若 不 到 此 田 地  如 何 有 這 箇 消 息  此 庵 曰  是 門 外 漢 耳  曰 和 尚 不 吝  可 為 說 破  此 庵 曰  却 祇 從 這 裡  猛 著 精 
ZH_X87_1620_003:0199c07	彩覷捕看。若覷捕得他破。則亦知本命元辰落著處。師通夕不寐。及曉鍾鳴。去其秘畜。以前偈別曰。東坡居士	003	彩 覷 捕 看  若 覷 捕 得 他 破  則 亦 知 本 命 元 辰 落 著 處  師 通 夕 不 寐  及 曉 鍾 鳴  去 其 秘 畜  以 前 偈 別 曰  東 坡 居 士 
ZH_X87_1620_003:0199c08	太饒舌。聲色關中欲透身。溪若是聲山是色。無山無水好愁人。特以告此庵。此庵曰。向汝道是門外漢)又	003	太 饒 舌  聲 色 關 中 欲 透 身  溪 若 是 聲 山 是 色  無 山 無 水 好 愁 人  特 以 告 此 庵  此 庵 曰  向 汝 道 是 門 外 漢  又 
ZH_X87_1620_003:0199c09	曰。橫看成嶺側成峰。到處看山了不同。不識廬山真	003	曰  橫 看 成 嶺 側 成 峰  到 處 看 山 了 不 同  不 識 廬 山 真 
ZH_X87_1620_003:0199c10	面目。只緣身在此山中。未幾抵荊南。聞玉泉皓禪師	003	面 目  只 緣 身 在 此 山 中  未 幾 抵 荊 南  聞 玉 泉 皓 禪 師 
ZH_X87_1620_003:0199c11	機鋒不可觸。公擬抑之。即微服求見。玉泉問。尊官高	003	機 鋒 不 可 觸  公 擬 抑 之  即 微 服 求 見  玉 泉 問  尊 官 高 
ZH_X87_1620_003:0199c12	姓。公曰。姓秤。乃秤天下長老底秤。玉泉喝曰。且道這	003	姓  公 曰  姓 秤  乃 秤 天 下 長 老 底 秤  玉 泉 喝 曰  且 道 這 
ZH_X87_1620_003:0199c13	一喝重多少。公無對。於是尊禮之。(楚石琦云。玉泉是作家宗匠。東坡是	003	一 喝 重 多 少  公 無 對  於 是 尊 禮 之   楚 石 琦 云  玉 泉 是 作 家 宗 匠  東 坡 是 
ZH_X87_1620_003:0199c14	當世大儒。驀剳相逢。發揮此道。盡謂東坡休去。秤尾無星。殊不知八兩半斤。總在自家手裏。雖然如是。也扶起	003	當 世 大 儒  驀 剳 相 逢  發 揮 此 道  盡 謂 東 坡 休 去  秤 尾 無 星  殊 不 知 八 兩 半 斤  總 在 自 家 手 裏  雖 然 如 是  也 扶 起 
ZH_X87_1620_003:0199c15	玉泉。只如他道。這一喝重多少。多少人道不得。直饒道得。更與一喝)公謫黃州。佛印住	003	玉 泉  只 如 他 道  這 一 喝 重 多 少  多 少 人 道 不 得  直 饒 道 得  更 與 一 喝  公 謫 黃 州  佛 印 住 
ZH_X87_1620_003:0199c16	廬山歸宗。為方外交。及佛印移住金山。公獲釋。知杭	003	廬 山 歸 宗  為 方 外 交  及 佛 印 移 住 金 山  公 獲 釋  知 杭 
ZH_X87_1620_003:0199c17	州。過金山。值佛印入室。公竟造之。佛印曰。此無坐處。	003	州  過 金 山  值 佛 印 入 室  公 竟 造 之  佛 印 曰  此 無 坐 處  
ZH_X87_1620_003:0199c18	公曰。暫借和尚四大作禪床。佛印曰。有一轉語。若答	003	公 曰  暫 借 和 尚 四 大 作 禪 床  佛 印 曰  有 一 轉 語  若 答 
ZH_X87_1620_003:0199c19	得。當如所請。若擬議。即留所繫玉帶。公即置帶几上。	003	得  當 如 所 請  若 擬 議  即 留 所 繫 玉 帶  公 即 置 帶 几 上  
ZH_X87_1620_003:0199c20	佛印曰。山僧四大本空。五蘊非有。內翰欲於何處坐。	003	佛 印 曰  山 僧 四 大 本 空  五 蘊 非 有  內 翰 欲 於 何 處 坐  
