segmentnr	original	folio	analyzed
ZH_X56_0949_001:0868b02	贈夤上人歸道場山宿山院	001	贈 夤 上 人 歸 道 場 山 宿 山 院 
ZH_X56_0949_001:0868b03	贈簡上人苔寄楚南師	001	贈 簡 上 人 苔 寄 楚 南 師 
ZH_X56_0949_001:0868b04	江亭晚望登武林高峯	001	江 亭 晚 望 登 武 林 高 峯 
ZH_X56_0949_001:0868b05	懷子仁師(二首)寄棲白師	001	懷 子 仁 師  二 首  寄 棲 白 師 
ZH_X56_0949_001:0868b06	贈郝逸人遊靈隱山	001	贈 郝 逸 人 遊 靈 隱 山 
ZH_X56_0949_001:0868b07	謝擇梧律師惠竹杖梵天寺閒居書事	001	謝 擇 梧 律 師 惠 竹 杖 梵 天 寺 閒 居 書 事 
ZH_X56_0949_001:0868b08	鍊丹井冷泉亭贈僧	001	鍊 丹 井 冷 泉 亭 贈 僧 
ZH_X56_0949_001:0868b09	湖居秋日病起(六韻)贈夷中師	001	湖 居 秋 日 病 起  六 韻  贈 夷 中 師 
ZH_X56_0949_001:0868b10	寄圓長老同友人宿山院	001	寄 圓 長 老 同 友 人 宿 山 院 
ZH_X56_0949_001:0868b11	贈清曉師寄德聰師	001	贈 清 曉 師 寄 德 聰 師 
ZH_X56_0949_001:0868b12	上方院登樓懷遵易	001	上 方 院 登 樓 懷 遵 易 
ZH_X56_0949_001:0868b13	第四十四	001	第 四 十 四 
ZH_X56_0949_001:0868b14	贈詩僧保暹師寄石城行光長老	001	贈 詩 僧 保 暹 師 寄 石 城 行 光 長 老 
ZH_X56_0949_001:0868b15	寄仁姪山行	001	寄 仁 姪 山 行 
ZH_X56_0949_001:0868b16	秋日感事湖上晚望寄友人	001	秋 日 感 事 湖 上 晚 望 寄 友 人 
ZH_X56_0949_001:0868b17	贈聞聰師送僧歸饒陽	001	贈 聞 聰 師 送 僧 歸 饒 陽 
ZH_X56_0949_001:0868b18	悼廣鈞師次韻詶鄰僧畫上人	001	悼 廣 鈞 師 次 韻 詶 鄰 僧 畫 上 人 
ZH_X56_0949_001:0868b19	旅中別趙璞旅中即事寄友生	001	旅 中 別 趙 璞 旅 中 即 事 寄 友 生 
ZH_X56_0949_001:0868b20	秋晚客舍寄故山友僧	001	秋 晚 客 舍 寄 故 山 友 僧 
ZH_X56_0949_001:0868b21	寄輦下譯經正覺大師寄潤姪法師	001	寄 輦 下 譯 經 正 覺 大 師 寄 潤 姪 法 師 
ZH_X56_0949_001:0868b22	贈白蓮社主圓淨大師春晚言懷寄聰上人	001	贈 白 蓮 社 主 圓 淨 大 師 春 晚 言 懷 寄 聰 上 人 
ZH_X56_0949_001:0868b23	留題因師院石楠花寄省悟師	001	留 題 因 師 院 石 楠 花 寄 省 悟 師 
ZH_X56_0949_001:0868b24	留題聞氏林亭小山寄仲孫上人房	001	留 題 聞 氏 林 亭 小 山 寄 仲 孫 上 人 房 
ZH_X56_0949_001:0868c01	題聰上人林亭書久上人城中幽齋	001	題 聰 上 人 林 亭 書 久 上 人 城 中 幽 齋 
ZH_X56_0949_001:0868c02	江上作懷保暹師	001	江 上 作 懷 保 暹 師 
ZH_X56_0949_001:0868c03	贈宣密大師不出院懷中姪	001	贈 宣 密 大 師 不 出 院 懷 中 姪 
ZH_X56_0949_001:0868c04	宿道場山寺送遇貞師歸四明山	001	宿 道 場 山 寺 送 遇 貞 師 歸 四 明 山 
ZH_X56_0949_001:0868c05	秋夕寄友僧	001	秋 夕 寄 友 僧 
ZH_X56_0949_001:0868c06	第四十五	001	第 四 十 五 
ZH_X56_0949_001:0868c07	陳宮春日別同志	001	陳 宮 春 日 別 同 志 
ZH_X56_0949_001:0868c08	夏日湖上寄太白長老西湖	001	夏 日 湖 上 寄 太 白 長 老 西 湖 
ZH_X56_0949_001:0868c09	送禪者古意雲苔錢三首	001	送 禪 者 古 意 雲 苔 錢 三 首 
ZH_X56_0949_001:0868c10	自遣三首送僧庭竹雞	001	自 遣 三 首 送 僧 庭 竹 雞 
ZH_X56_0949_001:0868c11	送僧之金陵出道場山途中作	001	送 僧 之 金 陵 出 道 場 山 途 中 作 
ZH_X56_0949_001:0868c12	將之霅溪寄別擇梧師寄淨慈寺悟真師	001	將 之 霅 溪 寄 別 擇 梧 師 寄 淨 慈 寺 悟 真 師 
ZH_X56_0949_001:0868c13	次韻詶梵天闍黎溪居即事寄梵天闍黎	001	次 韻 詶 梵 天 闍 黎 溪 居 即 事 寄 梵 天 闍 黎 
ZH_X56_0949_001:0868c14	武康溪居即事寄寶印大師四首	001	武 康 溪 居 即 事 寄 寶 印 大 師 四 首 
ZH_X56_0949_001:0868c15	瑪瑙院居戲題三首	001	瑪 瑙 院 居 戲 題 三 首 
ZH_X56_0949_001:0868c16	予近卜居孤山之下友人元敏以四絕見嘲遂依	001	予 近 卜 居 孤 山 之 下 友 人 元 敏 以 四 絕 見 嘲 遂 依 
ZH_X56_0949_001:0868c17	韻和詶庭鶴	001	韻 和 詶 庭 鶴 
ZH_X56_0949_001:0868c18	寄天台守能上人寄所知	001	寄 天 台 守 能 上 人 寄 所 知 
ZH_X56_0949_001:0868c19	題石壁山紹上人觀風亭	001	題 石 壁 山 紹 上 人 觀 風 亭 
ZH_X56_0949_001:0868c20	第四十六	001	第 四 十 六 
ZH_X56_0949_001:0868c21	昭君辭老將邊將二首	001	昭 君 辭 老 將 邊 將 二 首 
ZH_X56_0949_001:0868c22	貪泉夷齊廟嚴光臺閑田	001	貪 泉 夷 齊 廟 嚴 光 臺 閑 田 
ZH_X56_0949_001:0868c23	讀王通中說讀毛詩讀孫郃集	001	讀 王 通 中 說 讀 毛 詩 讀 孫 郃 集 
ZH_X56_0949_001:0868c24	讀禪月集觀劒客圖詩魔	001	讀 禪 月 集 觀 劒 客 圖 詩 魔 
ZH_X56_0949_001:0869a01	謝僧惠蒲招元羽律師貧居	001	謝 僧 惠 蒲 招 元 羽 律 師 貧 居 
ZH_X56_0949_001:0869a02	詶簡上人見寄送僧歸姑蘇寄遠	001	詶 簡 上 人 見 寄 送 僧 歸 姑 蘇 寄 遠 
ZH_X56_0949_001:0869a03	謝仁上之惠茶讀項羽傳二首	001	謝 仁 上 之 惠 茶 讀 項 羽 傳 二 首 
ZH_X56_0949_001:0869a04	草堂秋夜書荊溪禪師傳後二首	001	草 堂 秋 夜 書 荊 溪 禪 師 傳 後 二 首 
ZH_X56_0949_001:0869a05	寄題章安禪師塔寄天台能上人	001	寄 題 章 安 禪 師 塔 寄 天 台 能 上 人 
ZH_X56_0949_001:0869a06	讀秦始本紀讀楊子法言	001	讀 秦 始 本 紀 讀 楊 子 法 言 
ZH_X56_0949_001:0869a07	書慈光塔苦熱古鑑	001	書 慈 光 塔 苦 熱 古 鑑 
ZH_X56_0949_001:0869a08	寄題終南道宣律師塔嘲寫真	001	寄 題 終 南 道 宣 律 師 塔 嘲 寫 真 
ZH_X56_0949_001:0869a09	冬日作誡後學螢舟歸詠鴈	001	冬 日 作 誡 後 學 螢 舟 歸 詠 鴈 
ZH_X56_0949_001:0869a10	舟歸檻猿放猿湖上望月二首	001	舟 歸 檻 猿 放 猿 湖 上 望 月 二 首 
ZH_X56_0949_001:0869a11	詠亡有禪師山齋養獼猴贈廣上人	001	詠 亡 有 禪 師 山 齋 養 獼 猴 贈 廣 上 人 
ZH_X56_0949_001:0869a12	正月晦日作讀羅隱詩集落花	001	正 月 晦 日 作 讀 羅 隱 詩 集 落 花 
ZH_X56_0949_001:0869a13	織婦柳牡丹鴈浙江晚望	001	織 婦 柳 牡 丹 鴈 浙 江 晚 望 
ZH_X56_0949_001:0869a14	第四十七	001	第 四 十 七 
ZH_X56_0949_001:0869a15	寄雪竇長老	001	寄 雪 竇 長 老 
ZH_X56_0949_001:0869a16	君復處士栖大師夙有翫月泛湖之約予以臥病	001	君 復 處 士 栖 大 師 夙 有 翫 月 泛 湖 之 約 予 以 臥 病 
ZH_X56_0949_001:0869a17	致爽前期因為此章聊以道意	001	致 爽 前 期 因 為 此 章 聊 以 道 意 
ZH_X56_0949_001:0869a18	寄西山智道人寄慧雲大師	001	寄 西 山 智 道 人 寄 慧 雲 大 師 
ZH_X56_0949_001:0869a19	寄海慧大師洞霄宮	001	寄 海 慧 大 師 洞 霄 宮 
ZH_X56_0949_001:0869a20	久病山堂落成招林處士	001	久 病 山 堂 落 成 招 林 處 士 
ZH_X56_0949_001:0869a21	九月望夜招處士林君泛湖翫月	001	九 月 望 夜 招 處 士 林 君 泛 湖 翫 月 
ZH_X56_0949_001:0869a22	病起賦得送人自關下還吳	001	病 起 賦 得 送 人 自 關 下 還 吳 
ZH_X56_0949_001:0869a23	贈駱偃病中雨夜懷同志	001	贈 駱 偃 病 中 雨 夜 懷 同 志 
ZH_X56_0949_001:0869a24	游風水洞僧院白髮	001	游 風 水 洞 僧 院 白 髮 
ZH_X56_0949_001:0869b01	夜懷張逸人贈頭陀僧	001	夜 懷 張 逸 人 贈 頭 陀 僧 
ZH_X56_0949_001:0869b02	懷石壁山寺與友人夜話	001	懷 石 壁 山 寺 與 友 人 夜 話 
ZH_X56_0949_001:0869b03	漢武帝送進士萬知古	001	漢 武 帝 送 進 士 萬 知 古 
ZH_X56_0949_001:0869b04	寄隱者贈誦經僧	001	寄 隱 者 贈 誦 經 僧 
ZH_X56_0949_001:0869b05	寄梵天上方政姪	001	寄 梵 天 上 方 政 姪 
ZH_X56_0949_001:0869b06	久病有感因示後學山中聞知己及第	001	久 病 有 感 因 示 後 學 山 中 聞 知 己 及 第 
ZH_X56_0949_001:0869b07	寄江上僧送人歸舊隱	001	寄 江 上 僧 送 人 歸 舊 隱 
ZH_X56_0949_001:0869b08	砌下老梅寄余秀才	001	砌 下 老 梅 寄 余 秀 才 
ZH_X56_0949_001:0869b09	經通慧僧錄影堂深居書事	001	經 通 慧 僧 錄 影 堂 深 居 書 事 
ZH_X56_0949_001:0869b10	將入石壁山作瑪瑙坡即事	001	將 入 石 壁 山 作 瑪 瑙 坡 即 事 
ZH_X56_0949_001:0869b11	自嘲草堂書懷中秋待月值雨	001	自 嘲 草 堂 書 懷 中 秋 待 月 值 雨 
ZH_X56_0949_001:0869b12	少年行偶成失鶴送中姪	001	少 年 行 偶 成 失 鶴 送 中 姪 
ZH_X56_0949_001:0869b13	書山中道士壁山居偶成	001	書 山 中 道 士 壁 山 居 偶 成 
ZH_X56_0949_001:0869b14	第四十八古詩	001	第 四 十 八 古 詩 
ZH_X56_0949_001:0869b15	湖上秋日喻賣松者秋病	001	湖 上 秋 日 喻 賣 松 者 秋 病 
ZH_X56_0949_001:0869b16	偶作松風古劒自勉	001	偶 作 松 風 古 劒 自 勉 
ZH_X56_0949_001:0869b17	鼓銘病起自敘獨遊言志	001	鼓 銘 病 起 自 敘 獨 遊 言 志 
ZH_X56_0949_001:0869b18	病中翫月潛夫詠松下自遣	001	病 中 翫 月 潛 夫 詠 松 下 自 遣 
ZH_X56_0949_001:0869b19	哭葉授讀白樂天集	001	哭 葉 授 讀 白 樂 天 集 
ZH_X56_0949_001:0869b20	孤山種桃寄林逋處士	001	孤 山 種 桃 寄 林 逋 處 士 
ZH_X56_0949_001:0869b21	早秋心交如美玉	001	早 秋 心 交 如 美 玉 
ZH_X56_0949_001:0869b22	古人與今人代書寄奉蟾上人	001	古 人 與 今 人 代 書 寄 奉 蟾 上 人 
ZH_X56_0949_001:0869b23	第四十九	001	第 四 十 九 
ZH_X56_0949_001:0869b24	湖居感傷(五十四韻)讀清塞集寄趙璞	001	湖 居 感 傷  五 十 四 韻  讀 清 塞 集 寄 趙 璞 
ZH_X56_0949_001:0869c01	山中與友人夜話閒居書事禹廟	001	山 中 與 友 人 夜 話 閒 居 書 事 禹 廟 
ZH_X56_0949_001:0869c02	早行江上聞苗詠燕讀杜牧集	001	早 行 江 上 聞 苗 詠 燕 讀 杜 牧 集 
ZH_X56_0949_001:0869c03	寄題聰上人房庭竹武肅廟	001	寄 題 聰 上 人 房 庭 竹 武 肅 廟 
ZH_X56_0949_001:0869c04	寄蜀川王道士寄道士	001	寄 蜀 川 王 道 士 寄 道 士 
ZH_X56_0949_001:0869c05	寄定海許少府寄若訥上人	001	寄 定 海 許 少 府 寄 若 訥 上 人 
ZH_X56_0949_001:0869c06	山中尋羽客不遇送人南遊懷同志	001	山 中 尋 羽 客 不 遇 送 人 南 遊 懷 同 志 
ZH_X56_0949_001:0869c07	聞蛩湖上閒坐池上艸堂即事	001	聞 蛩 湖 上 閒 坐 池 上 艸 堂 即 事 
ZH_X56_0949_001:0869c08	讀楞嚴經病中懷石壁行紹上人	001	讀 楞 嚴 經 病 中 懷 石 壁 行 紹 上 人 
ZH_X56_0949_001:0869c09	謝可孜上人惠楞嚴般若二經并治脾藥	001	謝 可 孜 上 人 惠 楞 嚴 般 若 二 經 并 治 脾 藥 
ZH_X56_0949_001:0869c10	第五十	001	第 五 十 
ZH_X56_0949_001:0869c11	懷南遊道友裁花病起二首	001	懷 南 遊 道 友 裁 花 病 起 二 首 
ZH_X56_0949_001:0869c12	寄題虎丘山漁父水白蓮	001	寄 題 虎 丘 山 漁 父 水 白 蓮 
ZH_X56_0949_001:0869c13	暮秋養疾君不來扇	001	暮 秋 養 疾 君 不 來 扇 
ZH_X56_0949_001:0869c14	新栽小松閒詠新裁竹讀元結文	001	新 栽 小 松 閒 詠 新 裁 竹 讀 元 結 文 
ZH_X56_0949_001:0869c15	戲題夜合樹病中感體元上人見訪	001	戲 題 夜 合 樹 病 中 感 體 元 上 人 見 訪 
ZH_X56_0949_001:0869c16	寄瑞應經疏及注陰符經與體元上人	001	寄 瑞 應 經 疏 及 注 陰 符 經 與 體 元 上 人 
ZH_X56_0949_001:0869c17	病起自嘲戲題四絕句(并序)	001	病 起 自 嘲 戲 題 四 絕 句  并 序  
ZH_X56_0949_001:0869c18	鶴自矜鹿讓鶴犬爭功雞怨言	001	鶴 自 矜 鹿 讓 鶴 犬 爭 功 雞 怨 言 
ZH_X56_0949_001:0869c19	第五十一	001	第 五 十 一 
ZH_X56_0949_001:0869c20	經松江陸龜蒙舊居經照湖方干舊居	001	經 松 江 陸 龜 蒙 舊 居 經 照 湖 方 干 舊 居 
ZH_X56_0949_001:0869c21	翫月憶龍山院兼簡蟾上人	001	翫 月 憶 龍 山 院 兼 簡 蟾 上 人 
ZH_X56_0949_001:0869c22	閒居示友人	001	閒 居 示 友 人 
ZH_X56_0949_001:0869c23	孤山閒居次韻詶辯才大師	001	孤 山 閒 居 次 韻 詶 辯 才 大 師 
ZH_X56_0949_001:0869c24	山中感友生見訪舟次遊乾元寺	001	山 中 感 友 生 見 訪 舟 次 遊 乾 元 寺 
ZH_X56_0949_001:0870a01	風雨艸寄湛上人秋夕	001	風 雨 艸 寄 湛 上 人 秋 夕 
ZH_X56_0949_001:0870a02	題湖上僧房送悅上人歸仙巖	001	題 湖 上 僧 房 送 悅 上 人 歸 仙 巖 
ZH_X56_0949_001:0870a03	聽琴寄咸潤上人寄葛溪爽上人	001	聽 琴 寄 咸 潤 上 人 寄 葛 溪 爽 上 人 
ZH_X56_0949_001:0870a04	題靜慮院寄吳黔山人	001	題 靜 慮 院 寄 吳 黔 山 人 
ZH_X56_0949_001:0870a05	懷友人聞蟬書友人壁	001	懷 友 人 聞 蟬 書 友 人 壁 
ZH_X56_0949_001:0870a06	哭辯端上人遊石壁寺	001	哭 辯 端 上 人 遊 石 壁 寺 
ZH_X56_0949_001:0870a07	書林處士壁幽居	001	書 林 處 士 壁 幽 居 
ZH_X56_0949_001:0870a08	寄湖西逸人贈邦上人	001	寄 湖 西 逸 人 贈 邦 上 人 
ZH_X56_0949_001:0870a09	送希中遊霅鷺[斯/鳥]遠山	001	送 希 中 遊 霅 鷺 [斯鳥] 遠 山 
ZH_X56_0949_001:0870a11	閒居編目次(終)	001	閒 居 編 目 次  終  
ZH_X56_0949_001:0870a17	閑居編第一	001	閑 居 編 第 一 
ZH_X56_0949_001:0870a19	宋孤山沙門　智圓　著	001	宋 孤 山 沙 門  智 圓  著 
ZH_X56_0949_001:0870a20	首楞嚴經疏序	001	首 楞 嚴 經 疏 序 
ZH_X56_0949_001:0870a21	夫覺理圓澄杳無能所真精湛寂詎有迷悟既而漚	001	夫 覺 理 圓 澄 杳 無 能 所 真 精 湛 寂 詎 有 迷 悟 既 而 漚 
ZH_X56_0949_001:0870a22	生巨海雲點太清晨朝覽鏡謂失頭而怖走瞖目生	001	生 巨 海 雲 點 太 清 晨 朝 覽 鏡 謂 失 頭 而 怖 走 瞖 目 生 
ZH_X56_0949_001:0870a23	華睎結果而佇立於戲一念之妄心既動九界之幻	001	華 睎 結 果 而 佇 立 於 戲 一 念 之 妄 心 既 動 九 界 之 幻 
ZH_X56_0949_001:0870a24	境遽現生死如機以出入因果交織以起滅自墜塗	001	境 遽 現 生 死 如 機 以 出 入 因 果 交 織 以 起 滅 自 墜 塗 
ZH_X56_0949_001:0870b01	炭真可憐憫蠢茲萬彚可勝言哉我大聖尊住首楞	001	炭 真 可 憐 憫 蠢 茲 萬 彚 可 勝 言 哉 我 大 聖 尊 住 首 楞 
ZH_X56_0949_001:0870b02	嚴能建大義以慈善力見如斯事於是乎無像而像	001	嚴 能 建 大 義 以 慈 善 力 見 如 斯 事 於 是 乎 無 像 而 像 
ZH_X56_0949_001:0870b03	龍飛乎義天無說而說言滿乎法界而像則八相成	001	龍 飛 乎 義 天 無 說 而 說 言 滿 乎 法 界 而 像 則 八 相 成 
ZH_X56_0949_001:0870b04	道而說則五時垂化故使厚殖者寂場開悟鈍根者	001	道 而 說 則 五 時 垂 化 故 使 厚 殖 者 寂 場 開 悟 鈍 根 者 
ZH_X56_0949_001:0870b05	鷲峯會歸事理既圓則出世本懷亦已暢矣然而尚	001	鷲 峯 會 歸 事 理 既 圓 則 出 世 本 懷 亦 已 暢 矣 然 而 尚 
ZH_X56_0949_001:0870b06	顧殘機荐哀末葉或石多聞而左修證則流文字以	001	顧 殘 機 荐 哀 末 葉 或 石 多 聞 而 左 修 證 則 流 文 字 以 
ZH_X56_0949_001:0870b07	忘返或譽實道而毀權法則傷甘露以早夭是故揚	001	忘 返 或 譽 實 道 而 毀 權 法 則 傷 甘 露 以 早 夭 是 故 揚 
ZH_X56_0949_001:0870b08	妙定辨常心重施偏小載扶戒律俾曉乎顯實不離	001	妙 定 辨 常 心 重 施 偏 小 載 扶 戒 律 俾 曉 乎 顯 實 不 離 
ZH_X56_0949_001:0870b09	於權乘證理要由於事行者矣楞嚴涅槃於是乎作	001	於 權 乘 證 理 要 由 於 事 行 者 矣 楞 嚴 涅 槃 於 是 乎 作 
ZH_X56_0949_001:0870b10	也總兩經之具美成一化之極唱大矣哉首楞嚴經	001	也 總 兩 經 之 具 美 成 一 化 之 極 唱 大 矣 哉 首 楞 嚴 經 
ZH_X56_0949_001:0870b11	者其涅槃之前陣歟展矣阿難示婬室而遭攝於昭	001	者 其 涅 槃 之 前 陣 歟 展 矣 阿 難 示 婬 室 而 遭 攝 於 昭 
ZH_X56_0949_001:0870b12	調御演祕密而往救惡呪既滅佛所爰歸適引多聞	001	調 御 演 祕 密 而 往 救 惡 呪 既 滅 佛 所 爰 歸 適 引 多 聞 
ZH_X56_0949_001:0870b13	而自咎則三止之請斯彰乃陳發心而因相則七徵	001	而 自 咎 則 三 止 之 請 斯 彰 乃 陳 發 心 而 因 相 則 七 徵 
ZH_X56_0949_001:0870b14	之說方起珠貫微言環連妙義使夫真妄兩分而一	001	之 說 方 起 珠 貫 微 言 環 連 妙 義 使 夫 真 妄 兩 分 而 一 
ZH_X56_0949_001:0870b15	體事理二別而同歸盛矣美矣盖不可得而思議矣	001	體 事 理 二 別 而 同 歸 盛 矣 美 矣 盖 不 可 得 而 思 議 矣 
ZH_X56_0949_001:0870b16	然而圓解既明圓行須著非夫解無以導其行非夫	001	然 而 圓 解 既 明 圓 行 須 著 非 夫 解 無 以 導 其 行 非 夫 
ZH_X56_0949_001:0870b17	行無以證其理是故因華屋由門之求乃大明乎治	001	行 無 以 證 其 理 是 故 因 華 屋 由 門 之 求 乃 大 明 乎 治 
ZH_X56_0949_001:0870b18	行之要道也所以簡圓通以直示其修焉辨魔事以	001	行 之 要 道 也 所 以 簡 圓 通 以 直 示 其 修 焉 辨 魔 事 以 
ZH_X56_0949_001:0870b19	預明其發焉當根易悟既如此防萌杜漸又如彼足	001	預 明 其 發 焉 當 根 易 悟 既 如 此 防 萌 杜 漸 又 如 彼 足 
ZH_X56_0949_001:0870b20	使夫慧日增暉邪網解紐忽然越於出世彈指超於	001	使 夫 慧 日 增 暉 邪 網 解 紐 忽 然 越 於 出 世 彈 指 超 於 
ZH_X56_0949_001:0870b21	無學者不在茲經歟圓生當像法世偶太寧舒卷斯	001	無 學 者 不 在 茲 經 歟 圓 生 當 像 法 世 偶 太 寧 舒 卷 斯 
ZH_X56_0949_001:0870b22	文悲喜交集不揆淺識聊贊深經留贈後昆共期圓	001	文 悲 喜 交 集 不 揆 淺 識 聊 贊 深 經 留 贈 後 昆 共 期 圓 
ZH_X56_0949_001:0870b23	悟云。	001	悟 云  
ZH_X56_0949_001:0870b24	四十二章經序	001	四 十 二 章 經 序 
ZH_X56_0949_001:0870c01	古者能仁氏之王天竺也象無象象言無言言以復	001	古 者 能 仁 氏 之 王 天 竺 也 象 無 象 象 言 無 言 言 以 復 
ZH_X56_0949_001:0870c02	羣生之性由是佛教生焉教之高下視根之利鈍是	001	羣 生 之 性 由 是 佛 教 生 焉 教 之 高 下 視 根 之 利 鈍 是 
ZH_X56_0949_001:0870c03	故有頓焉有漸焉然後混而為一是謂開顯而蚩蚩	001	故 有 頓 焉 有 漸 焉 然 後 混 而 為 一 是 謂 開 顯 而 蚩 蚩 
ZH_X56_0949_001:0870c04	群彚率其化復其性蹈乎大方安乎祕藏者可勝言	001	群 彚 率 其 化 復 其 性 蹈 乎 大 方 安 乎 祕 藏 者 可 勝 言 
ZH_X56_0949_001:0870c05	哉逮于後漢其道東傳時君仰其神元元陶其訓乃	001	哉 逮 于 後 漢 其 道 東 傳 時 君 仰 其 神 元 元 陶 其 訓 乃 
ZH_X56_0949_001:0870c06	與仲尼伯陽之為訓三焉原夫仲尼之為訓也揚唐	001	與 仲 尼 伯 陽 之 為 訓 三 焉 原 夫 仲 尼 之 為 訓 也 揚 唐 
ZH_X56_0949_001:0870c07	虞三王之道尊仁而尚義俾復其王而企於帝者也	001	虞 三 王 之 道 尊 仁 而 尚 義 俾 復 其 王 而 企 於 帝 者 也 
ZH_X56_0949_001:0870c08	伯陽之為訓也揚三皇朴略之道而絕聖棄智俾復	001	伯 陽 之 為 訓 也 揚 三 皇 朴 略 之 道 而 絕 聖 棄 智 俾 復 
ZH_X56_0949_001:0870c09	其皇而企於結繩者也矧茲兩者談性命焉則未極	001	其 皇 而 企 於 結 繩 者 也 矧 茲 兩 者 談 性 命 焉 則 未 極 
ZH_X56_0949_001:0870c10	於唯心乎言報應焉則未臻於三世乎雖然而於治	001	於 唯 心 乎 言 報 應 焉 則 未 臻 於 三 世 乎 雖 然 而 於 治 
ZH_X56_0949_001:0870c11	天下安國家不可一日而無之矣美矣哉其為域中	001	天 下 安 國 家 不 可 一 日 而 無 之 矣 美 矣 哉 其 為 域 中 
ZH_X56_0949_001:0870c12	之教也明矣若夫釋氏之為訓也指虗空世界也悉	001	之 教 也 明 矣 若 夫 釋 氏 之 為 訓 也 指 虗 空 世 界 也 悉 
ZH_X56_0949_001:0870c13	我自心焉非止言其大極生兩儀玄牝為天地根而	001	我 自 心 焉 非 止 言 其 大 極 生 兩 儀 玄 牝 為 天 地 根 而 
ZH_X56_0949_001:0870c14	已矣考善惡報應也悉我自業焉非止言其上帝無	001	已 矣 考 善 惡 報 應 也 悉 我 自 業 焉 非 止 言 其 上 帝 無 
ZH_X56_0949_001:0870c15	常天網恢恢而已矣有以見儒道乎雖廣大悉備至	001	常 天 網 恢 恢 而 已 矣 有 以 見 儒 道 乎 雖 廣 大 悉 備 至 
ZH_X56_0949_001:0870c16	於濟神明研至理者略指其趣耳大暢其妙者則存	001	於 濟 神 明 研 至 理 者 略 指 其 趣 耳 大 暢 其 妙 者 則 存 
ZH_X56_0949_001:0870c17	乎釋氏之訓與其為域外之教也又已明矣域內則	001	乎 釋 氏 之 訓 與 其 為 域 外 之 教 也 又 已 明 矣 域 內 則 
ZH_X56_0949_001:0870c18	治乎身矣謂之外教也域外則治於心矣謂之內教	001	治 乎 身 矣 謂 之 外 教 也 域 外 則 治 於 心 矣 謂 之 內 教 
ZH_X56_0949_001:0870c19	也昔阮孝緒正以內外之名為不誣矣是故代人謂	001	也 昔 阮 孝 緒 正 以 內 外 之 名 為 不 誣 矣 是 故 代 人 謂 
ZH_X56_0949_001:0870c20	三教混同焉或幾乎失矣或謂三教碩異焉亦未為	001	三 教 混 同 焉 或 幾 乎 失 矣 或 謂 三 教 碩 異 焉 亦 未 為 
ZH_X56_0949_001:0870c21	得也何哉復性有淺深言事有遠邇則不得不異也	001	得 也 何 哉 復 性 有 淺 深 言 事 有 遠 邇 則 不 得 不 異 也 
ZH_X56_0949_001:0870c22	至乎遷善而遠罪勝殘而去殺則不得不同也四十	001	至 乎 遷 善 而 遠 罪 勝 殘 而 去 殺 則 不 得 不 同 也 四 十 
ZH_X56_0949_001:0870c23	二章經者蓋吾佛滅後彼土聖賢輩於大小乘中撮	001	二 章 經 者 蓋 吾 佛 滅 後 彼 土 聖 賢 輩 於 大 小 乘 中 撮 
ZH_X56_0949_001:0870c24	其要言急於訓世者其章凡四十二焉集而錄之為	001	其 要 言 急 於 訓 世 者 其 章 凡 四 十 二 焉 集 而 錄 之 為 
ZH_X56_0949_001:0871a01	此經也伊昔騰蘭至自梵國以其真化初傳華人或	001	此 經 也 伊 昔 騰 蘭 至 自 梵 國 以 其 真 化 初 傳 華 人 或 
ZH_X56_0949_001:0871a02	未之深信方且譯斯文以啟廸之也以為廣教之濫	001	未 之 深 信 方 且 譯 斯 文 以 啟 廸 之 也 以 為 廣 教 之 濫 
ZH_X56_0949_001:0871a03	觴與圓不佞心服至道其有年矣甞慨此經首傳茲	001	觴 與 圓 不 佞 心 服 至 道 其 有 年 矣 甞 慨 此 經 首 傳 茲 
ZH_X56_0949_001:0871a04	土而古無訓說後昆無得而聞焉不亦殆於忘本乎	001	土 而 古 無 訓 說 後 昆 無 得 而 聞 焉 不 亦 殆 於 忘 本 乎 
ZH_X56_0949_001:0871a05	遂為之注敷暢厥旨庶幾乎揚吾佛之真風翼吾君	001	遂 為 之 注 敷 暢 厥 旨 庶 幾 乎 揚 吾 佛 之 真 風 翼 吾 君 
ZH_X56_0949_001:0871a06	之仁化俾黔黎躋壽域而履覺道也。	001	之 仁 化 俾 黔 黎 躋 壽 域 而 履 覺 道 也  
ZH_X56_0949_001:0871a07	普入不思議法門經序	001	普 入 不 思 議 法 門 經 序 
ZH_X56_0949_001:0871a08	昔我天中天龍飛虎變首出庶物恭默思道了然無	001	昔 我 天 中 天 龍 飛 虎 變 首 出 庶 物 恭 默 思 道 了 然 無 
ZH_X56_0949_001:0871a09	得既而俯察群彚性與我一情將我異是故流生死	001	得 既 而 俯 察 群 彚 性 與 我 一 情 將 我 異 是 故 流 生 死 
ZH_X56_0949_001:0871a10	而忘反著虗妄而不捨於是乎於無名相中作名相	001	而 忘 反 著 虗 妄 而 不 捨 於 是 乎 於 無 名 相 中 作 名 相 
ZH_X56_0949_001:0871a11	而說苟能復其性於名相乎何有哉譬若握空拳以	001	而 說 苟 能 復 其 性 於 名 相 乎 何 有 哉 譬 若 握 空 拳 以 
