segmentnr	original	folio	analyzed
ZH_X88_1646_001:0183a22	虞長孺(僧儒)黃平倩莊復真	001	虞 長 孺  僧 儒  黃 平 倩 莊 復 真 
ZH_X88_1646_001:0183a23	鮑性泉	001	鮑 性 泉 
ZH_X88_1646_001:0183a24	傳四十三	001	傳 四 十 三 
ZH_X88_1646_001:0183b01	李卓吾	001	李 卓 吾 
ZH_X88_1646_001:0183b02	傳四十四	001	傳 四 十 四 
ZH_X88_1646_001:0183b03	管登之楊貞復陶周望(奭齡)	001	管 登 之 楊 貞 復 陶 周 望  奭 齡  
ZH_X88_1646_001:0183b04	焦弱侯唐宜之	001	焦 弱 侯 唐 宜 之 
ZH_X88_1646_001:0183b05	瞿元立(朱兆隆　鍾伯敬　玉弱生　平仲　與游　王宇泰　吳體中　應賓	001	瞿 元 立  朱 兆 隆  鍾 伯 敬  玉 弱 生  平 仲  與 游  王 宇 泰  吳 體 中  應 賓 
ZH_X88_1646_001:0183b06	　董元宰)	001	 董 元 宰  
ZH_X88_1646_001:0183b07	傳四十五	001	傳 四 十 五 
ZH_X88_1646_001:0183b08	袁了凡	001	袁 了 凡 
ZH_X88_1646_001:0183b09	傳四十六	001	傳 四 十 六 
ZH_X88_1646_001:0183b10	袁伯修(中郎登)(小修)	001	袁 伯 修  中 郎 登   小 修  
ZH_X88_1646_001:0183b11	傳四十七	001	傳 四 十 七 
ZH_X88_1646_001:0183b12	曾端甫趙凡夫	001	曾 端 甫 趙 凡 夫 
ZH_X88_1646_001:0183b13	劉玉受(楊子澄　維斗　公幹　李子木　徐九一　劉公旦　姚文初)	001	劉 玉 受  楊 子 澄  維 斗  公 幹  李 子 木  徐 九 一  劉 公 旦  姚 文 初  
ZH_X88_1646_001:0183b14	傳四十八	001	傳 四 十 八 
ZH_X88_1646_001:0183b15	王孟夙丁劒虹朱白民(婁子柔)	001	王 孟 夙 丁 劒 虹 朱 白 民  婁 子 柔  
ZH_X88_1646_001:0183b16	莊平叔黃元孚聞子與	001	莊 平 叔 黃 元 孚 聞 子 與 
ZH_X88_1646_001:0183b17	黃子羽錢伯韞吳瞻樓	001	黃 子 羽 錢 伯 韞 吳 瞻 樓 
ZH_X88_1646_001:0183b18	王先民陳用拙駱見於	001	王 先 民 陳 用 拙 駱 見 於 
ZH_X88_1646_001:0183b19	程季清	001	程 季 清 
ZH_X88_1646_001:0183b20	傳四十九	001	傳 四 十 九 
ZH_X88_1646_001:0183b21	周景文姚孟長	001	周 景 文 姚 孟 長 
ZH_X88_1646_001:0183b22	傳五十	001	傳 五 十 
ZH_X88_1646_001:0183b23	馬邦良徐成民	001	馬 邦 良 徐 成 民 
ZH_X88_1646_001:0183b24	傳五十一	001	傳 五 十 一 
ZH_X88_1646_001:0183c01	蔡維立劉長倩黃元公	001	蔡 維 立 劉 長 倩 黃 元 公 
ZH_X88_1646_001:0183c02	黃介子	001	黃 介 子 
ZH_X88_1646_001:0183c03	黃蘊生(唐昌全　黃淵耀　陳俶　侯元演　元潔　夏雲蛟)	001	黃 蘊 生  唐 昌 全  黃 淵 耀  陳 俶  侯 元 演  元 潔  夏 雲 蛟  
ZH_X88_1646_001:0183c04	傳五十二	001	傳 五 十 二 
ZH_X88_1646_001:0183c05	金正希熊魚山(姜如農　張大圓)	001	金 正 希 熊 魚 山  姜 如 農  張 大 圓  
ZH_X88_1646_001:0183c06	傳五十三	001	傳 五 十 三 
ZH_X88_1646_001:0183c07	溫月峰崔應魁蔣虎臣	001	溫 月 峰 崔 應 魁 蔣 虎 臣 
ZH_X88_1646_001:0183c08	李生(洞庭生)	001	李 生  洞 庭 生  
ZH_X88_1646_001:0183c09	傳五十四	001	傳 五 十 四 
ZH_X88_1646_001:0183c10	嚴仲慤(周知微)宋文森	001	嚴 仲 慤  周 知 微  宋 文 森 
ZH_X88_1646_001:0183c11	畢紫嵐	001	畢 紫 嵐 
ZH_X88_1646_001:0183c12	傳五十五	001	傳 五 十 五 
ZH_X88_1646_001:0183c13	周安士	001	周 安 士 
ZH_X88_1646_001:0183c14	傳五十六	001	傳 五 十 六 
ZH_X88_1646_001:0183c15	知歸子	001	知 歸 子 
ZH_X88_1646_001:0183c17	大清乾隆四十年吳縣龔履雲錄於齊門蔣民舘舍	001	大 清 乾 隆 四 十 年 吳 縣 龔 履 雲 錄 於 齊 門 蔣 民 舘 舍 
ZH_X88_1646_001:0184a03	居士傳一	001	居 士 傳 一 
ZH_X88_1646_001:0184a05	牟安支二竺闕孫謝傳	001	牟 安 支 二 竺 闕 孫 謝 傳 
ZH_X88_1646_001:0184a06	佛法之東。自漢明帝始。永平三年。帝夢見神人。身長	001	佛 法 之 東  自 漢 明 帝 始  永 平 三 年  帝 夢 見 神 人  身 長 
ZH_X88_1646_001:0184a07	丈六。尺項有日光。飛在殿前。明日博問羣臣。何神人	001	丈 六  尺 項 有 日 光  飛 在 殿 前  明 日 博 問 羣 臣  何 神 人 
ZH_X88_1646_001:0184a08	也。傅毅進曰。臣按周書異記云。昭王二十四年四月	001	也  傅 毅 進 曰  臣 按 周 書 異 記 云  昭 王 二 十 四 年 四 月 
ZH_X88_1646_001:0184a09	八日平旦時。大風起宮殿。民居震動。其夜有五色光。	001	八 日 平 旦 時  大 風 起 宮 殿  民 居 震 動  其 夜 有 五 色 光  
ZH_X88_1646_001:0184a10	氣貫太微。徧於四方。作青赤色。王問太史蘇由曰。是	001	氣 貫 太 微  徧 於 四 方  作 青 赤 色  王 問 太 史 蘇 由 曰  是 
ZH_X88_1646_001:0184a11	何祥也。對曰。西方有大聖人降生。後一千年聲教被	001	何 祥 也  對 曰  西 方 有 大 聖 人 降 生  後 一 千 年 聲 教 被 
ZH_X88_1646_001:0184a12	此土。王使鐫石記之。瘞於南郊天祠前。以年計之。今	001	此 土  王 使 鐫 石 記 之  瘞 於 南 郊 天 祠 前  以 年 計 之  今 
ZH_X88_1646_001:0184a13	一千一十年矣。陛下所夢將是乎。帝以為然。遣郎中	001	一 千 一 十 年 矣  陛 下 所 夢 將 是 乎  帝 以 為 然  遣 郎 中 
ZH_X88_1646_001:0184a14	蔡愔．博士蔡景王遵等十有八人。西訪其道。至大月	001	蔡 愔  博 士 蔡 景 王 遵 等 十 有 八 人  西 訪 其 道  至 大 月 
ZH_X88_1646_001:0184a15	氏國。遇迦葉摩騰．竺法蘭。持優填王所造[疊*毛]像并四	001	氏 國  遇 迦 葉 摩 騰  竺 法 蘭  持 優 填 王 所 造 [疊毛] 像 并 四 
ZH_X88_1646_001:0184a16	十二章經而東。遂與偕至洛陽。帝為立寺雍門外。由	001	十 二 章 經 而 東  遂 與 偕 至 洛 陽  帝 為 立 寺 雍 門 外  由 
ZH_X88_1646_001:0184a17	是象教興焉。其後王公貴人禱祀祈福者眾。實罕明	001	是 象 教 興 焉  其 後 王 公 貴 人 禱 祀 祈 福 者 眾  實 罕 明 
ZH_X88_1646_001:0184a18	其道。學士大夫格以五經之文。斥為異術。有蒼梧牟	001	其 道  學 士 大 夫 格 以 五 經 之 文  斥 為 異 術  有 蒼 梧 牟 
ZH_X88_1646_001:0184a19	融者。作理惑論以解之。問曰。何以正言佛。佛何謂也。	001	融 者  作 理 惑 論 以 解 之  問 曰  何 以 正 言 佛  佛 何 謂 也  
ZH_X88_1646_001:0184a20	牟子曰。佛乃道德之元祖。神明之宗緒。佛之言覺也。	001	牟 子 曰  佛 乃 道 德 之 元 祖  神 明 之 宗 緒  佛 之 言 覺 也  
ZH_X88_1646_001:0184a21	恍惚變化。分身散體。能圓能方。或小或巨。或隱或彰。	001	恍 惚 變 化  分 身 散 體  能 圓 能 方  或 小 或 巨  或 隱 或 彰  
ZH_X88_1646_001:0184a22	蹈火不燒。履刃不傷。在汙不染。在禍無殃。欲行則飛。	001	蹈 火 不 燒  履 刃 不 傷  在 汙 不 染  在 禍 無 殃  欲 行 則 飛  
ZH_X88_1646_001:0184a23	坐則揚光。故號為佛。問曰。何以謂之道。道何類也。牟	001	坐 則 揚 光  故 號 為 佛  問 曰  何 以 謂 之 道  道 何 類 也  牟 
ZH_X88_1646_001:0184a24	子曰。道之言導也。導人致於無為。牽之無前。引之無	001	子 曰  道 之 言 導 也  導 人 致 於 無 為  牽 之 無 前  引 之 無 
ZH_X88_1646_001:0184b01	後。舉之無上。抑之無下。視之無形。聽之無聲。四表為	001	後  舉 之 無 上  抑 之 無 下  視 之 無 形  聽 之 無 聲  四 表 為 
ZH_X88_1646_001:0184b02	大宛延其外。毫釐為細間關其內。故謂之道。問曰。孝	001	大 宛 延 其 外  毫 釐 為 細 間 關 其 內  故 謂 之 道  問 曰  孝 
ZH_X88_1646_001:0184b03	經言。身體髮膚受之父母不敢毀傷。曾子臨歿啟予	001	經 言  身 體 髮 膚 受 之 父 母 不 敢 毀 傷  曾 子 臨 歿 啟 予 
ZH_X88_1646_001:0184b04	手足。今沙門剃頭。何其違聖人之語。不合孝子之道	001	手 足  今 沙 門 剃 頭  何 其 違 聖 人 之 語  不 合 孝 子 之 道 
ZH_X88_1646_001:0184b05	也。牟子曰。昔齊人乘船渡江。其父墮水。其子攘臂捽	001	也  牟 子 曰  昔 齊 人 乘 船 渡 江  其 父 墮 水  其 子 攘 臂 捽 
ZH_X88_1646_001:0184b06	頭顛倒。水從口出。父命得蘇。夫捽頭顛倒不孝莫大。	001	頭 顛 倒  水 從 口 出  父 命 得 蘇  夫 捽 頭 顛 倒 不 孝 莫 大  
ZH_X88_1646_001:0184b07	然以全父之身。若拱手脩孝子之常。父命絕水矣。孔	001	然 以 全 父 之 身  若 拱 手 脩 孝 子 之 常  父 命 絕 水 矣  孔 
ZH_X88_1646_001:0184b08	子曰。可與適道。未可與權。所謂時宜施者也。且泰伯	001	子 曰  可 與 適 道  未 可 與 權  所 謂 時 宜 施 者 也  且 泰 伯 
ZH_X88_1646_001:0184b09	斷髮文身。自從吳越之俗。違於身體髮膚之義。然孔	001	斷 髮 文 身  自 從 吳 越 之 俗  違 於 身 體 髮 膚 之 義  然 孔 
ZH_X88_1646_001:0184b10	子稱之其可謂至德矣。由是而觀。苟有大德不拘於	001	子 稱 之 其 可 謂 至 德 矣  由 是 而 觀  苟 有 大 德 不 拘 於 
ZH_X88_1646_001:0184b11	小。沙門捐家財棄妻子。不聽音不視色。讓之至也。何	001	小  沙 門 捐 家 財 棄 妻 子  不 聽 音 不 視 色  讓 之 至 也  何 
ZH_X88_1646_001:0184b12	違聖語。不合孝乎。問曰。佛言人死當復更生。僕不信	001	違 聖 語  不 合 孝 乎  問 曰  佛 言 人 死 當 復 更 生  僕 不 信 
ZH_X88_1646_001:0184b13	此言也。牟子曰。身譬五糓之根葉。魂神五糓之種實。	001	此 言 也  牟 子 曰  身 譬 五 糓 之 根 葉  魂 神 五 糓 之 種 實  
ZH_X88_1646_001:0184b14	根葉生必當死。種實豈有終亡。問曰。佛道崇無為。樂	001	根 葉 生 必 當 死  種 實 豈 有 終 亡  問 曰  佛 道 崇 無 為  樂 
ZH_X88_1646_001:0184b15	施與。持戒兢兢。今沙門耽好酒漿。或畜妻子。取賤賣	001	施 與  持 戒 兢 兢  今 沙 門 耽 好 酒 漿  或 畜 妻 子  取 賤 賣 
ZH_X88_1646_001:0184b16	貴。專行詐紿。此得謂之無為耶。牟子曰。工輪能與人	001	貴  專 行 詐 紿  此 得 謂 之 無 為 耶  牟 子 曰  工 輪 能 與 人 
ZH_X88_1646_001:0184b17	斧斤繩墨。而不能使人巧。聖人能授人道。不能使人	001	斧 斤 繩 墨  而 不 能 使 人 巧  聖 人 能 授 人 道  不 能 使 人 
ZH_X88_1646_001:0184b18	履而行之。皐陶能罪盜人。不能使貪夫為夷齊。五刑	001	履 而 行 之  皐 陶 能 罪 盜 人  不 能 使 貪 夫 為 夷 齊  五 刑 
ZH_X88_1646_001:0184b19	能誅無狀。不能使惡人為曾閔。堯不能化丹朱。周公	001	能 誅 無 狀  不 能 使 惡 人 為 曾 閔  堯 不 能 化 丹 朱  周 公 
ZH_X88_1646_001:0184b20	不能訓管蔡。豈唐教之不著。周道之不備哉。然無如	001	不 能 訓 管 蔡  豈 唐 教 之 不 著  周 道 之 不 備 哉  然 無 如 
ZH_X88_1646_001:0184b21	惡人何也。問曰。吾子之說。其辭富。其文熾。是子之辨	001	惡 人 何 也  問 曰  吾 子 之 說  其 辭 富  其 文 熾  是 子 之 辨 
ZH_X88_1646_001:0184b22	也。牟子曰。非辨也。見博故不惑耳。問曰。見博亦有術	001	也  牟 子 曰  非 辨 也  見 博 故 不 惑 耳  問 曰  見 博 亦 有 術 
ZH_X88_1646_001:0184b23	乎。牟子曰。由佛經也。吾未解佛經之時。惑甚於子。雖	001	乎  牟 子 曰  由 佛 經 也  吾 未 解 佛 經 之 時  惑 甚 於 子  雖 
ZH_X88_1646_001:0184b24	誦五經。適以為華。未成實矣。吾既覩佛經之說。覧老	001	誦 五 經  適 以 為 華  未 成 實 矣  吾 既 覩 佛 經 之 說  覧 老 
ZH_X88_1646_001:0184c01	子之要。守恬淡之性。觀無為之行。還視世事。猶臨天	001	子 之 要  守 恬 淡 之 性  觀 無 為 之 行  還 視 世 事  猶 臨 天 
ZH_X88_1646_001:0184c02	井而闚溪谷。登嵩岱而見邱垤矣。問曰。吾昔在京師	001	井 而 闚 溪 谷  登 嵩 岱 而 見 邱 垤 矣  問 曰  吾 昔 在 京 師 
ZH_X88_1646_001:0184c03	入東觀遊太學。視俊士之所規。聽儒林之所論。未聞	001	入 東 觀 遊 太 學  視 俊 士 之 所 規  聽 儒 林 之 所 論  未 聞 
ZH_X88_1646_001:0184c04	脩佛道以為貴。自損容以為上也。吾子曷為耽之哉。	001	脩 佛 道 以 為 貴  自 損 容 以 為 上 也  吾 子 曷 為 耽 之 哉  
ZH_X88_1646_001:0184c05	牟子曰。老子曰。名者身之害。利者行之穢。赴趣閒隙	001	牟 子 曰  老 子 曰  名 者 身 之 害  利 者 行 之 穢  赴 趣 閒 隙 
ZH_X88_1646_001:0184c06	務合當世。此下士之所行。中士之所廢也。况至道之	001	務 合 當 世  此 下 士 之 所 行  中 士 之 所 廢 也  况 至 道 之 
ZH_X88_1646_001:0184c07	蕩蕩。上聖之所行乎。杳兮如天。淵兮如海。不合闚墻	001	蕩 蕩  上 聖 之 所 行 乎  杳 兮 如 天  淵 兮 如 海  不 合 闚 墻 
ZH_X88_1646_001:0184c08	之士數忉之夫。固其宜也。彼見其門。我覩其室。彼采	001	之 士 數 忉 之 夫  固 其 宜 也  彼 見 其 門  我 覩 其 室  彼 采 
ZH_X88_1646_001:0184c09	其華。我取其實。彼求其備。我守其一。子速改路。吾請	001	其 華  我 取 其 實  彼 求 其 備  我 守 其 一  子 速 改 路  吾 請 
ZH_X88_1646_001:0184c10	履之。論凡三十七條。其大指如此。融才甚高。通百家	001	履 之  論 凡 三 十 七 條  其 大 指 如 此  融 才 甚 高  通 百 家 
ZH_X88_1646_001:0184c11	之說。見漢末天下擾亂。屢被州辟不起。太守復委以	001	之 說  見 漢 末 天 下 擾 亂  屢 被 州 辟 不 起  太 守 復 委 以 
ZH_X88_1646_001:0184c12	使命。以母喪不果行。既而歎曰。老子絕聖棄智脩身	001	使 命  以 母 喪 不 果 行  既 而 歎 曰  老 子 絕 聖 棄 智 脩 身 
ZH_X88_1646_001:0184c13	保真。萬物不干其志。天下不易其樂。故可貴也。於是	001	保 真  萬 物 不 干 其 志  天 下 不 易 其 樂  故 可 貴 也  於 是 
ZH_X88_1646_001:0184c14	銳志佛法。兼研老子五千言。肆志相羊終身不仕(佛祖	001	銳 志 佛 法  兼 研 老 子 五 千 言  肆 志 相 羊 終 身 不 仕  佛 祖 
ZH_X88_1646_001:0184c15	通載．宏明集)。	001	通 載  宏 明 集   
ZH_X88_1646_001:0184c16	安元安息國人也。志性貞白。為優婆塞。嚴秉法戒。博	001	安 元 安 息 國 人 也  志 性 貞 白  為 優 婆 塞  嚴 秉 法 戒  博 
ZH_X88_1646_001:0184c17	通群經。漢靈帝末游宦洛陽。官騎都尉。常與沙門講	001	通 群 經  漢 靈 帝 末 游 宦 洛 陽  官 騎 都 尉  常 與 沙 門 講 
ZH_X88_1646_001:0184c18	論道義。時僧佛調方譯法鏡經。元口譯梵文。佛調筆	001	論 道 義  時 僧 佛 調 方 譯 法 鏡 經  元 口 譯 梵 文  佛 調 筆 
ZH_X88_1646_001:0184c19	受。詞旨兩得。見述後代(出三藏記集)。	001	受  詞 旨 兩 得  見 述 後 代  出 三 藏 記 集   
ZH_X88_1646_001:0184c20	支恭明名謙。一名越。大月支人也。大父法度以漢靈	001	支 恭 明 名 謙  一 名 越  大 月 支 人 也  大 父 法 度 以 漢 靈 
ZH_X88_1646_001:0184c21	帝世率國人數百歸化。拜率善中郎將。恭明年七歲	001	帝 世 率 國 人 數 百 歸 化  拜 率 善 中 郎 將  恭 明 年 七 歲 
ZH_X88_1646_001:0184c22	騎竹馬戲於鄰家。為狗所嚙傷脛。鄰人欲殺狗取肝	001	騎 竹 馬 戲 於 鄰 家  為 狗 所 嚙 傷 脛  鄰 人 欲 殺 狗 取 肝 
ZH_X88_1646_001:0184c23	傅瘡。恭明曰。天生此狗。為人守吠。我若不來。終不見	001	傅 瘡  恭 明 曰  天 生 此 狗  為 人 守 吠  我 若 不 來  終 不 見 
ZH_X88_1646_001:0184c24	嚙。失在於我。非關於狗。殺之得差尚不可為。況無益	001	嚙  失 在 於 我  非 關 於 狗  殺 之 得 差 尚 不 可 為  況 無 益 
ZH_X88_1646_001:0185a01	而招大罪。由是鄉人數十家感其言。悉不復殺生。十	001	而 招 大 罪  由 是 鄉 人 數 十 家 感 其 言  悉 不 復 殺 生  十 
ZH_X88_1646_001:0185a02	歲學書。十三歲學梵書。通六國語。博覽經籍。兼綜藝	001	歲 學 書  十 三 歲 學 梵 書  通 六 國 語  博 覽 經 籍  兼 綜 藝 
ZH_X88_1646_001:0185a03	術。甞受業於支亮。亮又受業於支讖。當桓靈世。新出	001	術  甞 受 業 於 支 亮  亮 又 受 業 於 支 讖  當 桓 靈 世  新 出 
ZH_X88_1646_001:0185a04	佛經多讖所譯。當世稱之曰。天下博知。無出三支。献	001	佛 經 多 讖 所 譯  當 世 稱 之 曰  天 下 博 知  無 出 三 支  献 
ZH_X88_1646_001:0185a05	帝末遭寇亂。恭明與鄉人數十避地歸吳。初發日惟	001	帝 末 遭 寇 亂  恭 明 與 鄉 人 數 十 避 地 歸 吳  初 發 日 惟 
ZH_X88_1646_001:0185a06	有一被。有客隨之大寒無被。恭明呼與共臥。夜將半	001	有 一 被  有 客 隨 之 大 寒 無 被  恭 明 呼 與 共 臥  夜 將 半 
ZH_X88_1646_001:0185a07	客奪被而去。明旦同侶問被所在。語以故。咸曰何不	001	客 奪 被 而 去  明 旦 同 侶 問 被 所 在  語 以 故  咸 曰 何 不 
ZH_X88_1646_001:0185a08	相告。答曰。我若相告。卿等必以刼罪罪之。豈宜以一	001	相 告  答 曰  我 若 相 告  卿 等 必 以 刼 罪 罪 之  豈 宜 以 一 
ZH_X88_1646_001:0185a09	被而殺一人乎。聞者歎服。既至吳。吳主孫權聞其博	001	被 而 殺 一 人 乎  聞 者 歎 服  既 至 吳  吳 主 孫 權 聞 其 博 
ZH_X88_1646_001:0185a10	學有才。即召見之。問經中深隱之義。恭明應機釋難	001	學 有 才  即 召 見 之  問 經 中 深 隱 之 義  恭 明 應 機 釋 難 
ZH_X88_1646_001:0185a11	無疑不析。權甚悅。拜為博士。使輔導東宮。甞譯摩詰．	001	無 疑 不 析  權 甚 悅  拜 為 博 士  使 輔 導 東 宮  甞 譯 摩 詰  
ZH_X88_1646_001:0185a12	大般泥洹．法句．瑞應．本起等二十七經。辭旨文雅盛	001	大 般 泥 洹  法 句  瑞 應  本 起 等 二 十 七 經  辭 旨 文 雅 盛 
ZH_X88_1646_001:0185a13	傳於世。其後太子即位。遂隱於穹窿山。不交世務。從	001	傳 於 世  其 後 太 子 即 位  遂 隱 於 穹 窿 山  不 交 世 務  從 
ZH_X88_1646_001:0185a14	道人竺法蘭更鍊五戒。凡所游從皆沙門而已。年六	001	道 人 竺 法 蘭 更 鍊 五 戒  凡 所 游 從 皆 沙 門 而 已  年 六 
ZH_X88_1646_001:0185a15	十卒於山中(出三藏記集)。	001	十 卒 於 山 中  出 三 藏 記 集   
ZH_X88_1646_001:0185a16	竺叔蘭本天竺人也。其大父婁陀。好學有節操。時國	001	竺 叔 蘭 本 天 竺 人 也  其 大 父 婁 陀  好 學 有 節 操  時 國 
ZH_X88_1646_001:0185a17	王無道。有為將者得罪懼誅。欲要婁陀共反。婁陀拒	001	王 無 道  有 為 將 者 得 罪 懼 誅  欲 要 婁 陀 共 反  婁 陀 拒 
ZH_X88_1646_001:0185a18	之。遂殺婁陀以作亂。婁陀子達摩尸羅。先在他國。聞	001	之  遂 殺 婁 陀 以 作 亂  婁 陀 子 達 摩 尸 羅  先 在 他 國  聞 
ZH_X88_1646_001:0185a19	亂即與其婦兄二人之為沙門者犇晉。居於河南。生	001	亂 即 與 其 婦 兄 二 人 之 為 沙 門 者 犇 晉  居 於 河 南  生 
ZH_X88_1646_001:0185a20	叔蘭。叔蘭幼從二舅受經法。一聞輒悟。通華梵語及	001	叔 蘭  叔 蘭 幼 從 二 舅 受 經 法  一 聞 輒 悟  通 華 梵 語 及 
ZH_X88_1646_001:0185a21	書。然性輕躁。好遊獵。甞遇虎墮馬。折其右臂。母數呵	001	書  然 性 輕 躁  好 遊 獵  甞 遇 虎 墮 馬  折 其 右 臂  母 數 呵 
ZH_X88_1646_001:0185a22	禁。終不改。已而為之蔬食乃止。頃之暴亡。三日而蘇。	001	禁  終 不 改  已 而 為 之 蔬 食 乃 止  頃 之 暴 亡  三 日 而 蘇  
ZH_X88_1646_001:0185a23	自言入一朱門。金銀為堂。見一人自云是其大父。謂	001	自 言 入 一 朱 門  金 銀 為 堂  見 一 人 自 云 是 其 大 父  謂 
ZH_X88_1646_001:0185a24	叔蘭曰。吾脩善累年。今得此報。汝罪人。何得來耶。守	001	叔 蘭 曰  吾 脩 善 累 年  今 得 此 報  汝 罪 人  何 得 來 耶  守 
ZH_X88_1646_001:0185b01	門者以杖驅之入竹林中。見其獵伴為鷹犬所啄齧。	001	門 者 以 杖 驅 之 入 竹 林 中  見 其 獵 伴 為 鷹 犬 所 啄 齧  
ZH_X88_1646_001:0185b02	流血號叫。叔蘭走避數十步。值牛頭人欲扠之。叔蘭	001	流 血 號 叫  叔 蘭 走 避 數 十 步  值 牛 頭 人 欲 扠 之  叔 蘭 
ZH_X88_1646_001:0185b03	曰。吾累世佛弟子。常供二沙門。何罪見治。牛頭曰。此	001	曰  吾 累 世 佛 弟 子  常 供 二 沙 門  何 罪 見 治  牛 頭 曰  此 
ZH_X88_1646_001:0185b04	雖有福。不救獵罪。俄而見其兩舅來語牛頭曰。我等	001	雖 有 福  不 救 獵 罪  俄 而 見 其 兩 舅 來 語 牛 頭 曰  我 等 
ZH_X88_1646_001:0185b05	二人恒受其供。惡少善多可得相免。二舅遂導之還	001	二 人 恒 受 其 供  惡 少 善 多 可 得 相 免  二 舅 遂 導 之 還 
ZH_X88_1646_001:0185b06	家。俄而甦。於是改節修慈。專志經法。以晉元康元年	001	家  俄 而 甦  於 是 改 節 修 慈  專 志 經 法  以 晉 元 康 元 年 
ZH_X88_1646_001:0185b07	譯出放光經及異維摩詰經十餘萬言。旋遭母喪。葬	001	譯 出 放 光 經 及 異 維 摩 詰 經 十 餘 萬 言  旋 遭 母 喪  葬 
ZH_X88_1646_001:0185b08	畢遇石勒之亂。避之荊州。後無疾忽告知識曰。吾將	001	畢 遇 石 勒 之 亂  避 之 荊 州  後 無 疾 忽 告 知 識 曰  吾 將 
ZH_X88_1646_001:0185b09	死矣。數日便卒(出三藏記集)。	001	死 矣  數 日 便 卒  出 三 藏 記 集   
ZH_X88_1646_001:0185b10	竺長舒亦天竺人也。晉初內徙居於吳。奉法精至。尤	001	竺 長 舒 亦 天 竺 人 也  晉 初 內 徙 居 於 吳  奉 法 精 至  尤 
ZH_X88_1646_001:0185b11	虔誦觀世音經。比鄰失火。長舒家在下風。勅家人不	001	虔 誦 觀 世 音 經  比 鄰 失 火  長 舒 家 在 下 風  勅 家 人 不 
ZH_X88_1646_001:0185b12	得動。唯一心念觀世音。頃之火忽自熄。有諸少年心	001	得 動  唯 一 心 念 觀 世 音  頃 之 火 忽 自 熄  有 諸 少 年 心 
ZH_X88_1646_001:0185b13	怪之。後一夕密束炬擲其屋。四擲皆滅。乃大驚以為	001	怪 之  後 一 夕 密 束 炬 擲 其 屋  四 擲 皆 滅  乃 大 驚 以 為 
ZH_X88_1646_001:0185b14	神。各走還家。明晨相率詣長舒稽顙謝。自說昨事。長	001	神  各 走 還 家  明 晨 相 率 詣 長 舒 稽 顙 謝  自 說 昨 事  長 
ZH_X88_1646_001:0185b15	舒曰。我無神力。止念觀世音力耳。諸君但當洗心信	001	舒 曰  我 無 神 力  止 念 觀 世 音 力 耳  諸 君 但 當 洗 心 信 
ZH_X88_1646_001:0185b16	向。毋自恐也。於是鄉里間咸知奉法(辨正論)。	001	向  毋 自 恐 也  於 是 鄉 里 間 咸 知 奉 法  辨 正 論   
ZH_X88_1646_001:0185b17	闕公則者趙人也。晉武帝時居於洛陽。蕭然恬放。日	001	闕 公 則 者 趙 人 也  晉 武 帝 時 居 於 洛 陽  蕭 然 恬 放  日 
ZH_X88_1646_001:0185b18	常誦正法華經。既卒。其友為設會於白馬寺。至夕轉	001	常 誦 正 法 華 經  既 卒  其 友 為 設 會 於 白 馬 寺  至 夕 轉 
ZH_X88_1646_001:0185b19	經。忽聞空中有聲。仰視一人形色光麗曰。我闕公則	001	經  忽 聞 空 中 有 聲  仰 視 一 人 形 色 光 麗 曰  我 闕 公 則 
ZH_X88_1646_001:0185b20	也。生西方安樂世界。與諸上人來此聽經。堂中人共	001	也  生 西 方 安樂世界  與 諸 上 人 來 此 聽 經  堂 中 人 共 
ZH_X88_1646_001:0185b21	見之。有汲郡衛士度者。受業於公則。其母常飯僧。是	001	見 之  有 汲 郡 衛 士 度 者  受 業 於 公 則  其 母 常 飯 僧  是 
ZH_X88_1646_001:0185b22	日將中。忽空中下鉢正落母前。諦視之乃公則常所	001	日 將 中  忽 空 中 下 鉢 正 落 母 前  諦 視 之 乃 公 則 常 所 
ZH_X88_1646_001:0185b23	用鉢也。有飯滿中。其香充堂。食者七日不飢。支道林	001	用 鉢 也  有 飯 滿 中  其 香 充 堂  食 者 七 日 不 飢  支 道 林 
ZH_X88_1646_001:0185b24	為之讚曰。大哉闕公。歆虗納靈。神化西域。跡應東京。	001	為 之 讚 曰  大 哉 闕 公  歆 虗 納 靈  神 化 西 域  跡 應 東 京  
ZH_X88_1646_001:0185c01	徘徊霄墟。流響耀形。豈欽一贊。示以匪冥(大唐內典錄．念佛寶	001	徘 徊 霄 墟  流 響 耀 形  豈 欽 一 贊  示 以 匪 冥  大 唐 內 典 錄  念 佛 寶 
ZH_X88_1646_001:0185c02	王三昧論○按他書譔引。公則為東林社中人。今據二書正之)。	001	王 三 昧 論  按 他 書 譔 引  公 則 為 東 林 社 中 人  今 據 二 書 正 之   
ZH_X88_1646_001:0185c03	孫興公名綽。太原中都人。遷會稽。早慕淵泊之行。與	001	孫 興 公 名 綽  太 原 中 都 人  遷 會 稽  早 慕 淵 泊 之 行  與 
ZH_X88_1646_001:0185c04	名僧支遁遊。放曠山水。撰喻道論。其略曰。或有疑至	001	名 僧 支 遁 遊  放 曠 山 水  撰 喻 道 論  其 略 曰  或 有 疑 至 
ZH_X88_1646_001:0185c05	道者。喻之曰。夫六合遐邈。庶類殷充。千變萬化。渾然	001	道 者  喻 之 曰  夫 六 合 遐 邈  庶 類 殷 充  千 變 萬 化  渾 然 
