segmentnr	original	analyzed	translated
['ZH_T27_1545_005:0022c12_9']	非於非想非非想地見所斷斷有還退者。	非於非想非非想地見所斷斷有還退者。	There is no regression from the abandonment of what is seen and eliminated in the stage of neither perception nor non-perception.
['ZH_T27_1545_005:0022c12_14']	是故不退。	是故不退。	Therefore, there is no regression.
['ZH_T27_1545_005:0022c13_7']	復次若從見道有還退者。	復次若從見道有還退者。	Furthermore, if one were to regress from the path of seeing,
['ZH_T27_1545_005:0022c13_16']	應見諦已還不見諦。	應見諦已還不見諦。	One who should see the truth would not see the truth again.
['ZH_T27_1545_005:0022c14_8']	應得果已還不得果。	應得果已還不得果。	One who should attain the fruit would not attain the fruit again.
['ZH_T27_1545_005:0022c14_17', 'ZH_T27_1545_005:0022c15_7']	應現觀已還不現觀。🔽應入正性離生已。	應現觀已還不現觀。 應入正性離生已。	One who should realize would not realize again.
['ZH_T27_1545_005:0022c15_15']	還不入正性離生。	還不入正性離生。	One who should enter the certainty of perfection would not enter the certainty of perfection again.
['ZH_T27_1545_005:0022c16_8']	應成聖者已還作異生。	應成聖者已還作異生。	One who should become a noble one would become a worldling again.
['ZH_T27_1545_005:0022c17_2']	應住定聚已還住不定聚。	應住定聚已還住不定聚。	One who should abide in the fixed group would abide in the unfixed group again.
['ZH_T27_1545_005:0022c17_11']	勿有如是眾多過失。	勿有如是眾多過失。	Do not have so many faults.
['ZH_T27_1545_005:0022c18_2']	是故見道決定不退。	是故見道決定不退。	Therefore, the path of seeing is definitely not regressing.
['ZH_T27_1545_005:0022c18_7']	有作是說。	有作是說。	There is an explanation like this.
['ZH_T27_1545_005:0022c19_7']	以此善根唯一剎那無有能退半剎那者。	以此善根唯一剎那無有能退半剎那者。	Because this wholesome root is only one moment, there is no one who can regress for half a moment.
['ZH_T27_1545_005:0022c19_12']	是故不退。	是故不退。	Therefore, it does not regress.
['ZH_T27_1545_005:0022c19_17']	或有說者。	或有說者。	Or some say.
['ZH_T27_1545_005:0022c20_7']	以此善根似無間道。	以此善根似無間道。	Because this wholesome root is similar to the uninterrupted path,
['ZH_T27_1545_005:0022c20_17']	非住無間道可有退者。	非住無間道可有退者。	one who abides in the uninterrupted path cannot have regression.
['ZH_T27_1545_005:0022c21_4']	是故不退。	是故不退。	Therefore, it does not regress.
['ZH_T27_1545_005:0022c21_9']	復有說者。	復有說者。	There is also an explanation.
['ZH_T27_1545_005:0022c21_18']	以此善根是順勝分。	以此善根是順勝分。	Because this wholesome root is in accordance with the superior division,
['ZH_T27_1545_005:0022c22_9']	非住順勝分可有退者。	非住順勝分可有退者。	one who abides in what is in accordance with the superior division cannot have regression.
['ZH_T27_1545_005:0022c22_14']	是故不退。	是故不退。	Therefore, it does not regress.
['ZH_T27_1545_005:0022c23_5']	然有三種順決擇分。	然有三種順決擇分。	However, there are three kinds of factors in accordance with penetration.
['ZH_T27_1545_005:0022c23_10']	一順退分。	一順退分。	The first is the factor conducive to regression.
['ZH_T27_1545_005:0022c23_15']	二順住分。	二順住分。	The second is the factor conducive to abiding.
['ZH_T27_1545_005:0022c23_20']	三順勝分。	三順勝分。	The third is the factor conducive to penetrating insight.
['ZH_T27_1545_005:0022c24_4']	謂順退者。	謂順退者。	That is to say, that which is conducive to regression
['ZH_T27_1545_005:0022c24_9']	名順退分。	名順退分。	is called the factor conducive to regression.
['ZH_T27_1545_005:0022c24_14', 'ZH_T27_1545_005:0022c25_4']	若順住者。🔽名順住分順勝進者。	若順住者。 名順住分順勝進者。	If it is conducive to abiding,🔽it is called the factor conducive to abiding. That which is conducive to penetrating insight
['ZH_T27_1545_005:0022c25_9']	名順勝分。	名順勝分。	is called the factor conducive to penetrating insight.
['ZH_T27_1545_005:0022c25_14']	煖具三種。	煖具三種。	Heat has three kinds.
['ZH_T27_1545_005:0022c26_1']	頂亦具三。	頂亦具三。	The summit also has three.
['ZH_T27_1545_005:0022c26_4']	有說。	有說。	Some say
['ZH_T27_1545_005:0022c26_11']	唯二除順住分。	唯二除順住分。	it only has two, excluding the factor conducive to abiding.
['ZH_T27_1545_005:0022c27_1']	以頂位是進退際故。	以頂位是進退際故。	Because the summit stage is the juncture of progress and regression.
['ZH_T27_1545_005:0022c27_6']	忍亦有二。	忍亦有二。	Forbearance also has two.
['ZH_T27_1545_005:0022c27_11']	除順退分。	除順退分。	Excluding the factor conducive to regression.
['ZH_T27_1545_005:0022c27_16']	世第一法。	世第一法。	The supreme worldly dharmas
['ZH_T27_1545_005:0022c28_1']	唯順勝分。	唯順勝分。	only have the factor conducive to penetrating insight.
['ZH_T27_1545_005:0022c28_15']	是故此位定無退理問此中三分。	是故此位定無退理問此中三分。	Therefore, in this stage, there is definitely no principle of regression. The question is: In this case, the three factors
['ZH_T27_1545_005:0022c29_9']	一切皆是順決擇分善根所攝。	一切皆是順決擇分善根所攝。	are all included in the wholesome roots conducive to penetrating insight.
['ZH_T27_1545_005:0023a01_4']	與後定蘊所說四分有何差別。	與後定蘊所說四分有何差別。	What is the difference between them and the four factors explained in the later chapter on meditative absorption?
['ZH_T27_1545_005:0023a01_10']	答所依各異。	答所依各異。	The answer is: The bases are different.
['ZH_T27_1545_005:0023a02_1']	謂此但依隨順見道。	謂此但依隨順見道。	That is to say, this [chapter] only relies on that which accords with the path of seeing,
['ZH_T27_1545_005:0023a02_10']	總立一種順決擇分。	總立一種順決擇分。	generally establishing one kind of wholesome roots conducive to penetrating insight.
['ZH_T27_1545_005:0023a03_1']	於中義別復開三種。	於中義別復開三種。	Within this, the different meanings are further divided into three kinds.
['ZH_T27_1545_005:0023a03_6']	後定蘊中。	後定蘊中。	In the later chapter on meditative absorption,
['ZH_T27_1545_005:0023a03_15']	總依有漏修所成善。	總依有漏修所成善。	In general, based on the wholesome acquired through cultivation with outflows,
['ZH_T27_1545_005:0023a04_1']	建立四分。	建立四分。	the four parts are established.
['ZH_T27_1545_005:0023a04_6']	若順退者。	若順退者。	If it is conducive to regression,
['ZH_T27_1545_005:0023a04_11']	名順退分。	名順退分。	it is called the part conducive to regression.
['ZH_T27_1545_005:0023a04_16']	若順住者。	若順住者。	If it is conducive to abiding,
['ZH_T27_1545_005:0023a05_1']	名順住分。	名順住分。	it is called the part conducive to abiding.
['ZH_T27_1545_005:0023a05_7']	若順勝進者。	若順勝進者。	If it is conducive to superior progress,
['ZH_T27_1545_005:0023a05_13']	名順勝進分。	名順勝進分。	it is called the part conducive to superior progress.
['ZH_T27_1545_005:0023a05_19']	若順聖道者。	若順聖道者。	If it is conducive to the noble path,
['ZH_T27_1545_005:0023a06_5']	名順決擇分。	名順決擇分。	it is called the part conducive to penetrating insight.
['ZH_T27_1545_005:0023a06_14']	是故此彼所依各異。	是故此彼所依各異。	Therefore, the bases of these two are different.
['ZH_T27_1545_005:0023a07_7', 'ZH_T27_1545_005:0023a07_14']	問頗有世第一法。🔽緣有所緣法耶。	問頗有世第一法。 緣有所緣法耶。	Question: Can there be supreme worldly dharmas🔽that take the existent as their object?
['ZH_T27_1545_005:0023a08_3']	緣無所緣法耶。	緣無所緣法耶。	That take the nonexistent as their object?
['ZH_T27_1545_005:0023a08_9']	緣有所緣法。	緣有所緣法。	That take the existent as their object
['ZH_T27_1545_005:0023a08_17']	亦緣無所緣法耶。	亦緣無所緣法耶。	and also take the nonexistent as their object?
['ZH_T27_1545_005:0023a09_5']	非緣有所緣法。	非緣有所緣法。	That do not take the existent as their object
['ZH_T27_1545_005:0023a09_14']	亦非緣無所緣法耶。	亦非緣無所緣法耶。	and also do not take the nonexistent as their object?
['ZH_T27_1545_005:0023a10_6']	答有緣有所緣法者。	答有緣有所緣法者。	Answer: There are those that take the existent as their object.
['ZH_T27_1545_005:0023a10_13']	謂若世第一法。	謂若世第一法。	This refers to when supreme worldly dharmas
['ZH_T27_1545_005:0023a11_1']	緣心心所法。	緣心心所法。	take mind and mental factors as their object.
['ZH_T27_1545_005:0023a11_8']	緣無所緣法者。	緣無所緣法者。	Those that take the nonexistent as their object
['ZH_T27_1545_005:0023a11_15']	謂若世第一法。	謂若世第一法。	refer to when supreme worldly dharmas
['ZH_T27_1545_005:0023a12_4']	緣色心不相應行。	緣色心不相應行。	take form and factors not directly associated with mind as their object.
['ZH_T27_1545_005:0023a12_10']	緣有所緣法。	緣有所緣法。	Those that take the existent as their object🔽and also take the nonexistent as their object
['ZH_T27_1545_005:0023a12_18']	亦緣無所緣法者。	亦緣無所緣法者。	Also, it takes the dharma that has no object as its object means
['ZH_T27_1545_005:0023a13_6']	謂若世第一法。	謂若世第一法。	if the supreme worldly dharmas
['ZH_T27_1545_005:0023a13_12']	緣心心所法。	緣心心所法。	take the mind and mental factors as their object,
['ZH_T27_1545_005:0023a14_2']	及緣色心不相應行。	及緣色心不相應行。	and take form and the factors not directly associated with the mind as their object,
['ZH_T27_1545_005:0023a14_9']	非緣有所緣法。	非緣有所緣法。	it is not the dharma that has an object as its object.
['ZH_T27_1545_005:0023a14_18']	亦非緣無所緣法者。	亦非緣無所緣法者。	It is also not the dharma that has no object as its object means
['ZH_T27_1545_005:0023a15_5']	謂隨心轉色。	謂隨心轉色。	form that accompanies the mind,
['ZH_T27_1545_005:0023a15_15']	及隨心轉心不相應行。	及隨心轉心不相應行。	and the factors not directly associated with the mind that accompany the mind.
['ZH_T27_1545_005:0023a16_1']	世第一法。	世第一法。	The supreme worldly dharmas.
['ZH_T27_1545_005:0023a16_10', 'ZH_T27_1545_005:0023a16_18']	問頗有住一剎那頃。🔽當得緣有所緣法。	問頗有住一剎那頃。 當得緣有所緣法。	Question: Can one, abiding for a single moment,
['ZH_T27_1545_005:0023a17_5', 'ZH_T27_1545_005:0023a17_11']	世第一法耶。🔽緣無所緣法。	世第一法耶。 緣無所緣法。	attain the supreme worldly dharmas that take the dharma that has an object as their object?
['ZH_T27_1545_005:0023a17_17', 'ZH_T27_1545_005:0023a18_4', 'ZH_T27_1545_005:0023a18_11']	世第一法耶。🔽緣有所緣法。🔽亦緣無所緣法。	世第一法耶。 緣有所緣法。 亦緣無所緣法。	The supreme worldly dharmas that take the dharma that has no object as their object?
['ZH_T27_1545_005:0023a18_17', 'ZH_T27_1545_005:0023a19_5', 'ZH_T27_1545_005:0023a19_13']	世第一法耶。🔽非緣有所緣法。🔽亦非緣無所緣法。	世第一法耶。 非緣有所緣法。 亦非緣無所緣法。	The supreme worldly dharmas that take the dharma that has an object as their object, and also take the dharma that has no object as their object?
['ZH_T27_1545_005:0023a20_1']	世第一法耶。	世第一法耶。	The supreme worldly dharmas that do not take the dharma that has an object as their object, and also do not take the dharma that has no object as their object?
['ZH_T27_1545_005:0023a20_4']	答有。	答有。	Answer: There are.
['ZH_T27_1545_005:0023a20_11']	謂住增上忍時。	謂住增上忍時。	When abiding in the supreme patience,
['ZH_T27_1545_005:0023a21_1']	當得如上所說四句。	當得如上所說四句。	one will attain the four statements as explained above.
['ZH_T27_1545_005:0023a21_6']	世第一法。	世第一法。	The supreme worldly dharmas.
['ZH_T27_1545_005:0023a21_15']	問頗有住一剎那頃。	問頗有住一剎那頃。	Question: Can one, abiding for a single moment,
['ZH_T27_1545_005:0023a22_8']	當得世第一法非彼所緣耶。	當得世第一法非彼所緣耶。	Will one attain the supreme worldly dharmas but not their object?
['ZH_T27_1545_005:0023a23_3']	當得彼所緣非世第一法耶。	當得彼所緣非世第一法耶。	Will one attain their object but not the supreme worldly dharmas?
['ZH_T27_1545_005:0023a23_15']	當得世第一法及彼所緣耶。	當得世第一法及彼所緣耶。	Will one attain both the supreme worldly dharmas and their object?
['ZH_T27_1545_005:0023a24_5']	不當得世第一法。	不當得世第一法。	Will one not attain the supreme worldly dharmas
['ZH_T27_1545_005:0023a24_11']	及彼所緣耶。	及彼所緣耶。	and their object?
['ZH_T27_1545_005:0023a24_14']	答有。	答有。	Answer: There are.
['ZH_T27_1545_005:0023a25_1']	住增上忍時。	住增上忍時。	When abiding in the supreme patience,
['ZH_T27_1545_005:0023a25_7']	應作此四句。	應作此四句。	one should make these four statements.
['ZH_T27_1545_005:0023a25_13']	且依未至定。	且依未至定。	Moreover, based on the stage of non-transcendence,
['ZH_T27_1545_005:0023a26_1']	入正性離生者。	入正性離生者。	one who enters the correct state of renunciation,
['ZH_T27_1545_005:0023a26_7']	住增上忍時。	住增上忍時。	when abiding in the supreme patience,
['ZH_T27_1545_005:0023a26_14']	當得世第一法。	當得世第一法。	will attain the supreme worldly dharmas,
['ZH_T27_1545_005:0023a27_2', 'ZH_T27_1545_005:0023a27_9']	非彼所緣者。🔽謂未至定所攝。	非彼所緣者。 謂未至定所攝。	but not their object.
['ZH_T27_1545_005:0023a27_15']	世第一法中。	世第一法中。	This refers to the supreme worldly dharmas included in the stage of non-transcendence,
['ZH_T27_1545_005:0023a28_3']	除緣當現在前。	除緣當現在前。	excluding those that will presently manifest as objects.
['ZH_T27_1545_005:0023a28_10']	所依世第一法。	所依世第一法。	The supreme worldly dharmas that are the basis,
['ZH_T27_1545_005:0023a28_16']	諸緣所餘境。	諸緣所餘境。	and the remaining objects that are conditions,
['ZH_T27_1545_005:0023a29_1']	世第一法。	世第一法。	are the supreme worldly dharmas.
['ZH_T27_1545_005:0023a29_7']	當得彼所緣。	當得彼所緣。	One will attain their object,
['ZH_T27_1545_005:0023a29_14', 'ZH_T27_1545_005:0023b01_3']	非世第一法者。🔽謂上五地所攝。	非世第一法者。 謂上五地所攝。	but not the supreme worldly dharmas.
['ZH_T27_1545_005:0023b01_9']	世第一法中。	世第一法中。	This refers to the supreme worldly dharmas included in the five higher stages,
['ZH_T27_1545_005:0023b01_15']	緣當現在前。	緣當現在前。	when those that will presently manifest as objects,
['ZH_T27_1545_005:0023b02_2']	所依世第一法。	所依世第一法。	and the supreme worldly dharmas that are the basis,
['ZH_T27_1545_005:0023b02_9']	當得世第一法。	當得世第一法。	will attain the supreme worldly dharmas.
['ZH_T27_1545_005:0023b02_15']	及彼所緣者。	及彼所緣者。	And their objects.
['ZH_T27_1545_005:0023b03_3']	謂未至定所攝。	謂未至定所攝。	Refers to those included in the preliminary concentration.
['ZH_T27_1545_005:0023b03_9']	世第一法中。	世第一法中。	In the supreme worldly dharmas.
['ZH_T27_1545_005:0023b03_15']	緣當現在前。	緣當現在前。	The objects that will presently manifest.
['ZH_T27_1545_005:0023b04_2']	所依世第一法。	所依世第一法。	The basis of the supreme worldly dharmas.
['ZH_T27_1545_005:0023b04_15']	不當得世第一法及彼所緣者。	不當得世第一法及彼所緣者。	Will not attain the supreme worldly dharmas and their objects.
['ZH_T27_1545_005:0023b05_4']	謂上五地所攝。	謂上五地所攝。	Refers to those included in the five upper stages.
['ZH_T27_1545_005:0023b05_10']	世第一法中。	世第一法中。	In the supreme worldly dharmas.
['ZH_T27_1545_005:0023b05_17']	除緣當現在前。	除緣當現在前。	Excluding the objects that will presently manifest.
['ZH_T27_1545_005:0023b06_5']	所依世第一法。	所依世第一法。	The basis of the supreme worldly dharmas.
['ZH_T27_1545_005:0023b06_11']	諸緣所餘境。	諸緣所餘境。	All the remaining objects.
['ZH_T27_1545_005:0023b06_16']	世第一法。	世第一法。	The supreme worldly dharmas.
['ZH_T27_1545_005:0023b07_2']	如依未至定。	如依未至定。	As based on the preliminary concentration.
['ZH_T27_1545_005:0023b07_9']	入正性離生者。	入正性離生者。	One who enters the certainty of perfection.
['ZH_T27_1545_005:0023b07_15']	住增上忍時。	住增上忍時。	While abiding in the supreme patience.
['ZH_T27_1545_005:0023b08_1']	作此四句。	作此四句。	Makes these four statements.
['ZH_T27_1545_005:0023b08_12']	依上五地入正性離生者。	依上五地入正性離生者。	One who enters the certainty of perfection based on the five upper stages.
['ZH_T27_1545_005:0023b08_18']	住增上忍時。	住增上忍時。	While abiding in the supreme patience.
['ZH_T27_1545_005:0023b09_4']	應知亦爾。	應知亦爾。	One should know it is also like this.
['ZH_T27_1545_005:0023b09_14']	問頗有成就世第一法。	問頗有成就世第一法。	Question: Can one who has attained the supreme worldly dharmas
['ZH_T27_1545_005:0023b10_5']	不成就彼離繫得耶。	不成就彼離繫得耶。	Not attain the disjunction acquisition of those?
['ZH_T27_1545_005:0023b10_11']	答應作四句。	答應作四句。	Answer: One should make four statements.
['ZH_T27_1545_005:0023b10_18']	成就世第一法。	成就世第一法。	One who has attained the supreme worldly dharmas.
['ZH_T27_1545_005:0023b11_8']	不成就彼離繫得者。	不成就彼離繫得者。	Those who do not possess the disjunction acquisition of that [stage] are:
['ZH_T27_1545_005:0023b11_14']	謂若依此地。	謂若依此地。	If one relies on this stage,
['ZH_T27_1545_005:0023b12_2']	入正性離生。	入正性離生。	enters the correct certainty of birth,
['ZH_T27_1545_005:0023b12_9']	彼未離此地染。	彼未離此地染。	they have not yet separated from the defilements of this stage.
['ZH_T27_1545_005:0023b12_16']	成就彼離繫得。	成就彼離繫得。	They possess the disjunction acquisition of that [stage].
['ZH_T27_1545_005:0023b13_6']	不成就世第一法者。	不成就世第一法者。	Those who do not possess the supreme worldly dharmas are:
['ZH_T27_1545_005:0023b13_12']	謂若依此地。	謂若依此地。	If one relies on this stage,
['ZH_T27_1545_005:0023b13_18']	入正性離生。	入正性離生。	enters the correct certainty of birth,
['ZH_T27_1545_005:0023b14_6']	彼命終生上地。	彼命終生上地。	they die and are reborn in a higher stage.
['ZH_T27_1545_005:0023b14_13']	成就世第一法。	成就世第一法。	They possess the supreme worldly dharmas.
['ZH_T27_1545_005:0023b15_4']	亦成就彼離繫得者。	亦成就彼離繫得者。	They also possess the disjunction acquisition of that [stage] are:
['ZH_T27_1545_005:0023b15_15']	謂若依此地入正性離生。	謂若依此地入正性離生。	If one relies on this stage and enters the correct certainty of birth,
['ZH_T27_1545_005:0023b16_4']	彼已離此地染。	彼已離此地染。	they have already separated from the defilements of this stage.
['ZH_T27_1545_005:0023b16_11']	不命終生上地。	不命終生上地。	They do not die and are not reborn in a higher stage.
['ZH_T27_1545_005:0023b17_1']	不成就世第一法。	不成就世第一法。	They do not possess the supreme worldly dharmas.
['ZH_T27_1545_005:0023b17_11']	亦不成就彼離繫得者。	亦不成就彼離繫得者。	They also do not possess the disjunction acquisition of that [stage] are:
['ZH_T27_1545_005:0023b18_4']	謂若未能入正性離生位。	謂若未能入正性離生位。	If one has not yet entered the state of correct certainty of birth,
['ZH_T27_1545_005:0023b18_14']	有餘依彼有漏離繫得。	有餘依彼有漏離繫得。	there are those who possess the contaminated disjunction acquisition of that [stage].
['ZH_T27_1545_005:0023b19_6']	作如是言問頗有聖者。	作如是言問頗有聖者。	Making such a statement, one asks: Can there be an ārya who
['ZH_T27_1545_005:0023b19_13']	成就世第一法。	成就世第一法。	possesses the supreme worldly dharmas,
['ZH_T27_1545_005:0023b20_4']	不成就彼離繫得耶。	不成就彼離繫得耶。	but does not possess the disjunction acquisition of that [stage]?
['ZH_T27_1545_005:0023b20_10']	答應作四句。	答應作四句。	The answer is: One should make four statements.
['ZH_T27_1545_005:0023b20_17']	成就世第一法。	成就世第一法。	Attaining the supreme worldly dharmas.
['ZH_T27_1545_005:0023b21_7']	不成就彼離繫得者。	不成就彼離繫得者。	Not attaining the acquisition of disjunction from them means:
['ZH_T27_1545_005:0023b22_1']	謂若依此地入正性離生。	謂若依此地入正性離生。	If one enters the correct certainty of birth based on this stage,
['ZH_T27_1545_005:0023b22_8']	彼未離此地染。	彼未離此地染。	One has not yet separated from the defilements of this stage.
['ZH_T27_1545_005:0023b22_15']	成就彼離繫得。	成就彼離繫得。	Attaining the acquisition of disjunction from them means:
['ZH_T27_1545_005:0023b23_5']	不成就世第一法者。	不成就世第一法者。	Not attaining the supreme worldly dharmas means:
['ZH_T27_1545_005:0023b23_16']	謂若依此地入正性離生。	謂若依此地入正性離生。	If one enters the correct certainty of birth based on this stage,
['ZH_T27_1545_005:0023b24_6', 'ZH_T27_1545_005:0023b24_13']	彼命終生次上地。🔽成就世第一法。	彼命終生次上地。 成就世第一法。	One ends one's life and is reborn in the next higher stage.
['ZH_T27_1545_005:0023b25_4']	亦成就彼離繫得者。	亦成就彼離繫得者。	Attaining the supreme worldly dharmas and also attaining the acquisition of disjunction from them means:
['ZH_T27_1545_005:0023b25_15']	謂若依此地入正性離生。	謂若依此地入正性離生。	If one enters the correct certainty of birth based on this stage,
['ZH_T27_1545_005:0023b26_4']	彼已離此地染。	彼已離此地染。	One has already separated from the defilements of this stage.
['ZH_T27_1545_005:0023b26_11', 'ZH_T27_1545_005:0023b27_2']	不命終生上地。🔽不成就世第一法。	不命終生上地。 不成就世第一法。	One does not end one's life and is reborn in a higher stage.
['ZH_T27_1545_005:0023b27_12']	亦不成就彼離繫得者。	亦不成就彼離繫得者。	Not attaining the supreme worldly dharmas and also not attaining the acquisition of disjunction from them means:
['ZH_T27_1545_005:0023b28_5']	謂若依此地入正性離生。	謂若依此地入正性離生。	If one enters the correct certainty of birth based on this stage,
['ZH_T27_1545_005:0023b28_13', 'ZH_T27_1545_005:0023b29_9']	彼命終超次上地。🔽生餘上地有餘依一切世第一法。	彼命終超次上地。 生餘上地有餘依一切世第一法。	One ends one's life and transcends the next higher stage,🔽Being reborn in another higher stage with the remaining supports.
['ZH_T27_1545_005:0023b29_17']	及彼一切離繫得。	及彼一切離繫得。	All the supreme worldly dharmas and all the acquisitions of disjunction,
['ZH_T27_1545_005:0023c01_4']	作如是言。	作如是言。	One makes such a statement:
['ZH_T27_1545_005:0023c01_14']	問頗有成就世第一法。	問頗有成就世第一法。	Question: Can one attain the supreme worldly dharmas
['ZH_T27_1545_005:0023c02_5']	不成就彼離繫得耶。	不成就彼離繫得耶。	but not attain the disjunction resulting from them?
['ZH_T27_1545_005:0023c02_11']	答應作四句。	答應作四句。	Answer: Four sentences should be made.
['ZH_T27_1545_005:0023c02_16']	第一句者。	第一句者。	The first sentence is:🔽If one enters the certainty of goodness
['ZH_T27_1545_005:0023c03_5']	謂若依未至定。	謂若依未至定。	based on the stage of non-arising,
['ZH_T27_1545_005:0023c03_10']	或初靜慮。	或初靜慮。	or the first dhyāna,
['ZH_T27_1545_005:0023c03_15', 'ZH_T27_1545_005:0023c04_2']	靜慮中間。🔽入正性離生。	靜慮中間。 入正性離生。	or the intermediate dhyāna,
['ZH_T27_1545_005:0023c04_10']	彼未離初靜慮染。	彼未離初靜慮染。	and has not yet separated from the defilements of the first dhyāna,
['ZH_T27_1545_005:0023c04_15']	第二句者。	第二句者。	The second sentence is:
['ZH_T27_1545_005:0023c05_7']	謂若依此地入正性離生。	謂若依此地入正性離生。	If one enters the certainty of goodness based on this stage,
['ZH_T27_1545_005:0023c05_14']	彼命終生上地。	彼命終生上地。	and dies and is reborn in a higher stage,
['ZH_T27_1545_005:0023c06_4']	若未得世第一法。	若未得世第一法。	if one has not yet attained the supreme worldly dharmas,
['ZH_T27_1545_005:0023c06_10']	生欲色界已。	生欲色界已。	and is reborn in the desire or form realms,
['ZH_T27_1545_005:0023c06_16']	離初靜慮染。	離初靜慮染。	having separated from the defilements of the first dhyāna,
['ZH_T27_1545_005:0023c07_4']	及生空無邊處。	及生空無邊處。	and is reborn in the sphere of infinite space,
['ZH_T27_1545_005:0023c07_9']	第三句者。	第三句者。	The third sentence is:
['ZH_T27_1545_005:0023c08_3']	謂若依此地入正性離生已。	謂若依此地入正性離生已。	If one enters the certainty of goodness based on this stage,
['ZH_T27_1545_005:0023c08_9']	離初靜慮染。	離初靜慮染。	having separated from the defilements of the first dhyāna,
['ZH_T27_1545_005:0023c08_16']	不命終生上地。	不命終生上地。	and does not die and is not reborn in a higher stage,
['ZH_T27_1545_005:0023c09_2']	第四句者。	第四句者。	The fourth sentence is:
['ZH_T27_1545_005:0023c09_7']	謂除前相。	謂除前相。	Except for the above cases.
['ZH_T27_1545_005:0023c10_4']	尊者此中。	尊者此中。	The Venerable One, in this context,
['ZH_T27_1545_005:0023c10_9']	七門分別。	七門分別。	analyzes in seven aspects.
['ZH_T27_1545_005:0023c10_14']	世第一法。	世第一法。	The supreme worldly dharmas,
['ZH_T27_1545_005:0023c11_3']	謂初云何世第一法。	謂初云何世第一法。	It is said: First, what is the supreme worldly factor?
['ZH_T27_1545_005:0023c11_12']	乃至第七世第一法。	乃至第七世第一法。	Up to the seventh, the supreme worldly factor.
['ZH_T27_1545_005:0023c12_1']	當言退不退耶。	當言退不退耶。	Should it be said to be regressing or non-regressing?
['ZH_T27_1545_005:0023c12_11']	於中前三門是根本論。	於中前三門是根本論。	Among them, the first three sections are the fundamental treatise.
['ZH_T27_1545_005:0023c13_1']	後四門是因生論。	後四門是因生論。	The last four sections are the treatise arising from causes.
['ZH_T27_1545_005:0023c13_6']	世第一法。	世第一法。	The supreme worldly factor.
['ZH_T27_1545_005:0023c13_11']	由此七門。	由此七門。	By means of these seven sections,
['ZH_T27_1545_005:0023c13_16']	分別顯示。	分別顯示。	Discrimination and elucidation are carried out.
['ZH_T27_1545_005:0023c14_1']	極為明了。	極為明了。	They are extremely clear.
['ZH_T27_1545_005:0023c15_7']	云何頂乃至廣說。	云何頂乃至廣說。	What is the peak, and so on in detail?
['ZH_T27_1545_005:0023c15_13']	問先應說煖。	問先應說煖。	The question is: One should first explain the heat,
['ZH_T27_1545_005:0023c15_18']	後方說頂。	後方說頂。	And only then explain the peak.
['ZH_T27_1545_005:0023c16_8']	如何於此先說頂耶。	如何於此先說頂耶。	How is it that the peak is explained first here?
['ZH_T27_1545_005:0023c16_14']	答如前已說。	答如前已說。	The answer is: As explained before,
['ZH_T27_1545_005:0023c17_1']	此中逆說。	此中逆說。	Here it is explained in reverse.
['ZH_T27_1545_005:0023c17_10']	異生身中淨染諸法。	異生身中淨染諸法。	The pure and defiled dharmas in the body of an ordinary person,
['ZH_T27_1545_005:0023c18_1']	故先說頂後方說煖。	故先說頂後方說煖。	Therefore, the peak is explained first, and then the heat.
['ZH_T27_1545_005:0023c18_11']	問若爾此中應先說忍。	問若爾此中應先說忍。	The question is: If so, one should first explain the forbearance here.
['ZH_T27_1545_005:0023c19_2']	何故於此超說頂耶。	何故於此超說頂耶。	Why is the peak explained first here?
['ZH_T27_1545_005:0023c19_12']	答先已說忍而不彰顯。	答先已說忍而不彰顯。	The answer is: Forbearance has already been explained but is not made clear.
['ZH_T27_1545_005:0023c20_3', 'ZH_T27_1545_005:0023c20_11']	謂先已說若當勝者。🔽先應非世第一法。	謂先已說若當勝者。 先應非世第一法。	It is said: If it were superior,🔽One should first not be the supreme worldly factor,
['ZH_T27_1545_005:0023c21_1']	後方是世第一法。	後方是世第一法。	And only then be the supreme worldly factor.
['ZH_T27_1545_005:0023c21_6']	先者是何。	先者是何。	What is meant by first?
['ZH_T27_1545_005:0023c21_11']	謂增上忍。	謂增上忍。	It refers to the supreme patience.
['ZH_T27_1545_005:0023c21_16']	既已說忍。	既已說忍。	Since patience has already been discussed,
['ZH_T27_1545_005:0023c22_1']	故今說頂。	故今說頂。	therefore the peak is now discussed.
['ZH_T27_1545_005:0023c22_11']	問尊者何故覆相說忍。	問尊者何故覆相說忍。	Why did the Venerable [Vasubandhu] speak of patience in a concealed manner,
['ZH_T27_1545_005:0023c23_2']	而不彰顯廣說忍耶。	而不彰顯廣說忍耶。	and not clearly and extensively explain patience?
['ZH_T27_1545_005:0023c23_12']	答亦應彰顯廣說忍相。	答亦應彰顯廣說忍相。	The answer is: The characteristics of patience should also be clearly and extensively explained.
['ZH_T27_1545_005:0023c24_3']	謂云何忍何故名忍。	謂云何忍何故名忍。	That is, what is patience? Why is it called patience?
['ZH_T27_1545_005:0023c24_10']	忍當言何界繫。	忍當言何界繫。	Patience should be said to be bound to what realm?
['ZH_T27_1545_005:0023c24_15']	及因生論。	及因生論。	And the treatise on causes and conditions,
['ZH_T27_1545_005:0023c25_1']	皆應廣說。	皆應廣說。	all should be extensively explained.
